,Synset,Name,1
3328,Synset('mayeng.n.01'),mayeng.n.01,mayeng
3329,Synset('mescal_bean.n.01'),mescal_bean.n.01,mescal_bean
3330,Synset('msasa.n.01'),msasa.n.01,msasa
3331,Synset('nakedwood.n.01'),nakedwood.n.01,nakedwood
3332,Synset('neem.n.01'),neem.n.01,neem
3333,Synset('obeche.n.02'),obeche.n.02,obeche
3334,Synset('opepe.n.01'),opepe.n.01,opepe
3335,Synset('padauk.n.01'),padauk.n.01,padauk
3336,Synset('pandanus.n.02'),pandanus.n.02,pandanus
3337,Synset('pepper_tree.n.01'),pepper_tree.n.01,pepper_tree
3338,Synset('pepper_tree.n.02'),pepper_tree.n.02,pepper_tree
3339,Synset('plane_tree.n.01'),plane_tree.n.01,plane_tree
3340,Synset('poon.n.02'),poon.n.02,poon
3341,Synset('prickly_ash.n.02'),prickly_ash.n.02,prickly_ash
3342,Synset('princewood.n.01'),princewood.n.01,princewood
3343,Synset('puka.n.02'),puka.n.02,puka
3344,Synset('quandong.n.01'),quandong.n.01,quandong
3345,Synset('quandong.n.03'),quandong.n.03,quandong
3346,Synset('quira.n.02'),quira.n.02,quira
3347,Synset('red_sandalwood.n.02'),red_sandalwood.n.02,red_sandalwood
3348,Synset('red_silk-cotton_tree.n.01'),red_silk-cotton_tree.n.01,red_silk-cotton_tree
3349,Synset('ribbon_tree.n.01'),ribbon_tree.n.01,ribbon_tree
3350,Synset('rose_chestnut.n.01'),rose_chestnut.n.01,rose_chestnut
3351,Synset('rosewood.n.02'),rosewood.n.02,rosewood
3352,Synset('satinwood.n.03'),satinwood.n.03,satinwood
3353,Synset('scrub_beefwood.n.01'),scrub_beefwood.n.01,scrub_beefwood
3354,Synset('silver_tree.n.01'),silver_tree.n.01,silver_tree
3355,Synset('sissoo.n.01'),sissoo.n.01,sissoo
3356,Synset('souari.n.01'),souari.n.01,souari
3357,Synset('teak.n.02'),teak.n.02,teak
3358,Synset('tipu.n.01'),tipu.n.01,tipu
3359,Synset('tolu_tree.n.01'),tolu_tree.n.01,tolu_tree
3360,Synset('trifoliate_orange.n.01'),trifoliate_orange.n.01,trifoliate_orange
3361,Synset('turreae.n.01'),turreae.n.01,turreae
3362,Synset('white_mangrove.n.01'),white_mangrove.n.01,white_mangrove
3363,Synset('white_mangrove.n.02'),white_mangrove.n.02,white_mangrove
3364,Synset('wild_fig.n.02'),wild_fig.n.02,wild_fig
3365,Synset('wild_medlar.n.01'),wild_medlar.n.01,wild_medlar
3366,Synset('wild_tamarind.n.02'),wild_tamarind.n.02,wild_tamarind
3367,Synset('winter's_bark.n.02'),winters_bark.n.02,winter's_bark
3368,Synset('yellowwood.n.02'),yellowwood.n.02,yellowwood
3369,Synset('zebrawood.n.02'),zebrawood.n.02,zebrawood
3370,Synset('coffee_bean.n.01'),coffee_bean.n.01,coffee_bean
3371,Synset('ivory_nut.n.01'),ivory_nut.n.01,ivory_nut
3372,Synset('cowpox.n.01'),cowpox.n.01,cowpox
3373,Synset('type_i_diabetes.n.01'),type_i_diabetes.n.01,type_I_diabetes
3374,Synset('cold.n.01'),cold.n.01,cold
3375,Synset('acne.n.01'),acne.n.01,acne
3376,Synset('asthma.n.01'),asthma.n.01,asthma
3377,Synset('influenza.n.01'),influenza.n.01,influenza
3378,Synset('return.n.11'),return.n.11,return
3379,Synset('refrigerator.n.01'),refrigerator.n.01,refrigerator
3380,Synset('cab.n.03'),cab.n.03,cab
3381,Synset('helicopter.n.01'),helicopter.n.01,helicopter
3382,Synset('balloon.n.01'),balloon.n.01,balloon
3383,Synset('junk.n.02'),junk.n.02,junk
3384,Synset('lugger.n.01'),lugger.n.01,lugger
3385,Synset('motorboat.n.01'),motorboat.n.01,motorboat
3386,Synset('tugboat.n.01'),tugboat.n.01,tugboat
3387,Synset('sailboat.n.01'),sailboat.n.01,sailboat
3388,Synset('steamer.n.03'),steamer.n.03,steamer
3389,Synset('surface-to-air_missile.n.01'),surface-to-air_missile.n.01,surface-to-air_missile
3390,Synset('pistol.n.01'),pistol.n.01,pistol
3391,Synset('rifle.n.01'),rifle.n.01,rifle
3392,Synset('shotgun.n.01'),shotgun.n.01,shotgun
3393,Synset('dynamo.n.01'),dynamo.n.01,dynamo
3394,Synset('magneto.n.01'),magneto.n.01,magneto
3395,Synset('internal-combustion_engine.n.01'),internal-combustion_engine.n.01,internal-combustion_engine
3396,Synset('gear.n.01'),gear.n.01,gear
3397,Synset('roller.n.03'),roller.n.03,roller
3398,Synset('ax.n.01'),ax.n.01,ax
3399,Synset('knife.n.01'),knife.n.01,knife
3400,Synset('razor.n.01'),razor.n.01,razor
3401,Synset('sickle.n.01'),sickle.n.01,sickle
3402,Synset('saucepan.n.01'),saucepan.n.01,saucepan
3403,Synset('barking_frog.n.01'),barking_frog.n.01,barking_frog
3404,Synset('crapaud.n.01'),crapaud.n.01,crapaud
3405,Synset('obstetrical_toad.n.01'),obstetrical_toad.n.01,obstetrical_toad
3406,Synset('tailed_frog.n.01'),tailed_frog.n.01,tailed_frog
3407,Synset('tree_toad.n.01'),tree_toad.n.01,tree_toad
3408,Synset('true_frog.n.01'),true_frog.n.01,true_frog
3409,Synset('hellbender.n.01'),hellbender.n.01,hellbender
3410,Synset('mud_puppy.n.01'),mud_puppy.n.01,mud_puppy
3411,Synset('newt.n.01'),newt.n.01,newt
3412,Synset('olm.n.01'),olm.n.01,olm
3413,Synset('siren.n.05'),siren.n.05,siren
3414,Synset('hagfish.n.01'),hagfish.n.01,hagfish
3415,Synset('lamprey.n.01'),lamprey.n.01,lamprey
3416,Synset('swift.n.03'),swift.n.03,swift
3417,Synset('gallinule.n.01'),gallinule.n.01,gallinule
3418,Synset('swan.n.01'),swan.n.01,swan
3419,Synset('eagle.n.01'),eagle.n.01,eagle
3420,Synset('hawk.n.01'),hawk.n.01,hawk
3421,Synset('owl.n.01'),owl.n.01,owl
3422,Synset('hoopoe.n.01'),hoopoe.n.01,hoopoe
3423,Synset('motmot.n.01'),motmot.n.01,motmot
3424,Synset('roller.n.06'),roller.n.06,roller
3425,Synset('cuckoo.n.02'),cuckoo.n.02,cuckoo
3426,Synset('domestic_fowl.n.01'),domestic_fowl.n.01,domestic_fowl
3427,Synset('guan.n.01'),guan.n.01,guan
3428,Synset('hoatzin.n.01'),hoatzin.n.01,hoatzin
3429,Synset('jungle_fowl.n.01'),jungle_fowl.n.01,jungle_fowl
3430,Synset('megapode.n.01'),megapode.n.01,megapode
3431,Synset('cockateel.n.01'),cockateel.n.01,cockateel
3432,Synset('cockatoo.n.01'),cockatoo.n.01,cockatoo
3433,Synset('lory.n.01'),lory.n.01,lory
3434,Synset('lovebird.n.02'),lovebird.n.02,lovebird
3435,Synset('macaw.n.01'),macaw.n.01,macaw
3436,Synset('broadbill.n.04'),broadbill.n.04,broadbill
3437,Synset('scrubbird.n.01'),scrubbird.n.01,scrubbird
3438,Synset('sparrow.n.01'),sparrow.n.01,sparrow
3439,Synset('wren.n.02'),wren.n.02,wren
3440,Synset('toucan.n.01'),toucan.n.01,toucan
3441,Synset('woodpecker.n.01'),woodpecker.n.01,woodpecker
3442,Synset('elephant_bird.n.01'),elephant_bird.n.01,elephant_bird
3443,Synset('emu.n.02'),emu.n.02,emu
3444,Synset('kiwi.n.04'),kiwi.n.04,kiwi
3445,Synset('ostrich.n.02'),ostrich.n.02,ostrich
3446,Synset('rhea.n.02'),rhea.n.02,rhea
3447,Synset('rhea.n.03'),rhea.n.03,rhea
3448,Synset('quetzal.n.02'),quetzal.n.02,quetzal
3449,Synset('marsupial.n.01'),marsupial.n.01,marsupial
3450,Synset('aardvark.n.01'),aardvark.n.01,aardvark
3451,Synset('bat.n.01'),bat.n.01,bat
3452,Synset('edentate.n.01'),edentate.n.01,edentate
3453,Synset('flying_lemur.n.01'),flying_lemur.n.01,flying_lemur
3454,Synset('hyrax.n.01'),hyrax.n.01,hyrax
3455,Synset('pangolin.n.01'),pangolin.n.01,pangolin
3456,Synset('tuatara.n.01'),tuatara.n.01,tuatara
3457,Synset('therapsid.n.01'),therapsid.n.01,therapsid
3458,Synset('argus.n.02'),argus.n.02,argus
3459,Synset('monal.n.01'),monal.n.01,monal
3460,Synset('peafowl.n.01'),peafowl.n.01,peafowl
3461,Synset('bobwhite.n.01'),bobwhite.n.01,bobwhite
3462,Synset('mite.n.02'),mite.n.02,mite
3463,Synset('tick.n.02'),tick.n.02,tick
3464,Synset('daphnia.n.01'),daphnia.n.01,daphnia
3465,Synset('cyclops.n.02'),cyclops.n.02,cyclops
3466,Synset('crab.n.01'),crab.n.01,crab
3467,Synset('crayfish.n.03'),crayfish.n.03,crayfish
3468,Synset('lobster.n.02'),lobster.n.02,lobster
3469,Synset('prawn.n.02'),prawn.n.02,prawn
3470,Synset('shrimp.n.03'),shrimp.n.03,shrimp
3471,Synset('isopod.n.01'),isopod.n.01,isopod
3472,Synset('krill.n.01'),krill.n.01,krill
3473,Synset('blister_beetle.n.01'),blister_beetle.n.01,blister_beetle
3474,Synset('clerid_beetle.n.01'),clerid_beetle.n.01,clerid_beetle
3475,Synset('deathwatch_beetle.n.01'),deathwatch_beetle.n.01,deathwatch_beetle
3476,Synset('elaterid_beetle.n.01'),elaterid_beetle.n.01,elaterid_beetle
3477,Synset('firefly.n.02'),firefly.n.02,firefly
3478,Synset('ladybug.n.01'),ladybug.n.01,ladybug
3479,Synset('long-horned_beetle.n.01'),long-horned_beetle.n.01,long-horned_beetle
3480,Synset('weevil.n.01'),weevil.n.01,weevil
3481,Synset('cockroach.n.01'),cockroach.n.01,cockroach
3482,Synset('mantis.n.01'),mantis.n.01,mantis
3483,Synset('crane_fly.n.01'),crane_fly.n.01,crane_fly
3484,Synset('fly.n.01'),fly.n.01,fly
3485,Synset('fungus_gnat.n.01'),fungus_gnat.n.01,fungus_gnat
3486,Synset('fungus_gnat.n.02'),fungus_gnat.n.02,fungus_gnat
3487,Synset('gall_midge.n.01'),gall_midge.n.01,gall_midge
3488,Synset('louse_fly.n.01'),louse_fly.n.01,louse_fly
3489,Synset('mosquito.n.01'),mosquito.n.01,mosquito
3490,Synset('mayfly.n.01'),mayfly.n.01,mayfly
3491,Synset('bedbug.n.01'),bedbug.n.01,bedbug
3492,Synset('lygaeid.n.01'),lygaeid.n.01,lygaeid
3493,Synset('assassin_bug.n.01'),assassin_bug.n.01,assassin_bug
3494,Synset('firebug.n.02'),firebug.n.02,firebug
3495,Synset('cicada.n.01'),cicada.n.01,cicada
3496,Synset('ant.n.01'),ant.n.01,ant
3497,Synset('bee.n.01'),bee.n.01,bee
3498,Synset('chalcid_fly.n.01'),chalcid_fly.n.01,chalcid_fly
3499,Synset('sawfly.n.01'),sawfly.n.01,sawfly
3500,Synset('body_louse.n.01'),body_louse.n.01,body_louse
3501,Synset('crab_louse.n.01'),crab_louse.n.01,crab_louse
3502,Synset('ant_lion.n.02'),ant_lion.n.02,ant_lion
3503,Synset('dobson.n.02'),dobson.n.02,dobson
3504,Synset('fish_fly.n.01'),fish_fly.n.01,fish_fly
3505,Synset('spongefly.n.01'),spongefly.n.01,spongefly
3506,Synset('cricket.n.01'),cricket.n.01,cricket
3507,Synset('walking_leaf.n.02'),walking_leaf.n.02,walking_leaf
3508,Synset('walking_stick.n.02'),walking_stick.n.02,walking_stick
3509,Synset('booklouse.n.01'),booklouse.n.01,booklouse
3510,Synset('psocid.n.01'),psocid.n.01,psocid
3511,Synset('thrips.n.01'),thrips.n.01,thrips
3512,Synset('jumping_bristletail.n.01'),jumping_bristletail.n.01,jumping_bristletail
3513,Synset('silverfish.n.01'),silverfish.n.01,silverfish
3514,Synset('squid.n.02'),squid.n.02,squid
3515,Synset('giant_bamboo.n.01'),giant_bamboo.n.01,giant_bamboo
3516,Synset('giant_cane.n.01'),giant_cane.n.01,giant_cane
3517,Synset('giant_timber_bamboo.n.01'),giant_timber_bamboo.n.01,giant_timber_bamboo
3518,Synset('bent.n.02'),bent.n.02,bent
3519,Synset('bermuda_grass.n.01'),bermuda_grass.n.01,Bermuda_grass
3520,Synset('brome.n.01'),brome.n.01,brome
3521,Synset('buffalo_grass.n.02'),buffalo_grass.n.02,buffalo_grass
3522,Synset('crabgrass.n.01'),crabgrass.n.01,crabgrass
3523,Synset('dallisgrass.n.01'),dallisgrass.n.01,dallisgrass
3524,Synset('feathertop.n.01'),feathertop.n.01,feathertop
3525,Synset('fescue.n.01'),fescue.n.01,fescue
3526,Synset('grama.n.01'),grama.n.01,grama
3527,Synset('knotgrass.n.01'),knotgrass.n.01,knotgrass
3528,Synset('love_grass.n.01'),love_grass.n.01,love_grass
3529,Synset('munj.n.01'),munj.n.01,munj
3530,Synset('nimblewill.n.01'),nimblewill.n.01,nimblewill
3531,Synset('rye_grass.n.01'),rye_grass.n.01,rye_grass
3532,Synset('sandbur.n.01'),sandbur.n.01,sandbur
3533,Synset('tall_oat_grass.n.01'),tall_oat_grass.n.01,tall_oat_grass
3534,Synset('timothy.n.01'),timothy.n.01,timothy
3535,Synset('zoysia.n.01'),zoysia.n.01,zoysia
3536,Synset('ditch_reed.n.01'),ditch_reed.n.01,ditch_reed
3537,Synset('achimenes.n.01'),achimenes.n.01,achimenes
3538,Synset('african_daisy.n.01'),african_daisy.n.01,African_daisy
3539,Synset('ageratum.n.02'),ageratum.n.02,ageratum
3540,Synset('bellwort.n.01'),bellwort.n.01,bellwort
3541,Synset('blazing_star.n.01'),blazing_star.n.01,blazing_star
3542,Synset('blue_daisy.n.01'),blue_daisy.n.01,blue_daisy
3543,Synset('bush_violet.n.01'),bush_violet.n.01,bush_violet
3544,Synset('butterfly_flower.n.01'),butterfly_flower.n.01,butterfly_flower
3545,Synset('calla_lily.n.01'),calla_lily.n.01,calla_lily
3546,Synset('cineraria.n.01'),cineraria.n.01,cineraria
3547,Synset('columbine.n.01'),columbine.n.01,columbine
3548,Synset('coneflower.n.01'),coneflower.n.01,coneflower
3549,Synset('coneflower.n.03'),coneflower.n.03,coneflower
3550,Synset('cornflower.n.02'),cornflower.n.02,cornflower
3551,Synset('corydalis.n.01'),corydalis.n.01,corydalis
3552,Synset('cosmos.n.02'),cosmos.n.02,cosmos
3553,Synset('cotton_rose.n.02'),cotton_rose.n.02,cotton_rose
3554,Synset('daisy.n.01'),daisy.n.01,daisy
3555,Synset('horn_poppy.n.01'),horn_poppy.n.01,horn_poppy
3556,Synset('lychnis.n.01'),lychnis.n.01,lychnis
3557,Synset('marigold.n.01'),marigold.n.01,marigold
3558,Synset('mistflower.n.01'),mistflower.n.01,mistflower
3559,Synset('oxeye_daisy.n.02'),oxeye_daisy.n.02,oxeye_daisy
3560,Synset('painted_daisy.n.01'),painted_daisy.n.01,painted_daisy
3561,Synset('peony.n.01'),peony.n.01,peony
3562,Synset('petunia.n.01'),petunia.n.01,petunia
3563,Synset('pink.n.02'),pink.n.02,pink
3564,Synset('poppy.n.01'),poppy.n.01,poppy
3565,Synset('red_valerian.n.01'),red_valerian.n.01,red_valerian
3566,Synset('sandwort.n.01'),sandwort.n.01,sandwort
3567,Synset('sandwort.n.02'),sandwort.n.02,sandwort
3568,Synset('sandwort.n.03'),sandwort.n.03,sandwort
3569,Synset('sweet_sultan.n.02'),sweet_sultan.n.02,sweet_sultan
3570,Synset('sweet_sultan.n.03'),sweet_sultan.n.03,sweet_sultan
3571,Synset('texas_star.n.02'),texas_star.n.02,Texas_star
3572,Synset('tidytips.n.01'),tidytips.n.01,tidytips
3573,Synset('valerian.n.01'),valerian.n.01,valerian
3574,Synset('wallflower.n.01'),wallflower.n.01,wallflower
3575,Synset('wallflower.n.02'),wallflower.n.02,wallflower
3576,Synset('wandflower.n.01'),wandflower.n.01,wandflower
3577,Synset('zinnia.n.01'),zinnia.n.01,zinnia
3578,Synset('avens.n.01'),avens.n.01,avens
3579,Synset('burdock.n.01'),burdock.n.01,burdock
3580,Synset('caltrop.n.01'),caltrop.n.01,caltrop
3581,Synset('corchorus.n.01'),corchorus.n.01,corchorus
3582,Synset('cube.n.04'),cube.n.04,cube
3583,Synset('french_honeysuckle.n.02'),french_honeysuckle.n.02,French_honeysuckle
3584,Synset('guayule.n.01'),guayule.n.01,guayule
3585,Synset('marguerite.n.02'),marguerite.n.02,marguerite
3586,Synset('matchweed.n.01'),matchweed.n.01,matchweed
3587,Synset('pinwheel.n.01'),pinwheel.n.01,pinwheel
3588,Synset('restharrow.n.01'),restharrow.n.01,restharrow
3589,Synset('restharrow.n.02'),restharrow.n.02,restharrow
3590,Synset('sicklepod.n.01'),sicklepod.n.01,sicklepod
3591,Synset('thrift.n.01'),thrift.n.01,thrift
3592,Synset('wormwood.n.01'),wormwood.n.01,wormwood
3593,Synset('balsa.n.02'),balsa.n.02,balsa
3594,Synset('bocconia.n.02'),bocconia.n.02,bocconia
3595,Synset('bush_willow.n.01'),bush_willow.n.01,bush_willow
3596,Synset('bush_willow.n.02'),bush_willow.n.02,bush_willow
3597,Synset('candlenut.n.01'),candlenut.n.01,candlenut
3598,Synset('cherry_laurel.n.02'),cherry_laurel.n.02,cherry_laurel
3599,Synset('cream-of-tartar_tree.n.01'),cream-of-tartar_tree.n.01,cream-of-tartar_tree
3600,Synset('dillenia.n.01'),dillenia.n.01,dillenia
3601,Synset('dogwood.n.01'),dogwood.n.01,dogwood
3602,Synset('holly.n.01'),holly.n.01,holly
3603,Synset('horse_chestnut.n.01'),horse_chestnut.n.01,horse_chestnut
3604,Synset('ilang-ilang.n.02'),ilang-ilang.n.02,ilang-ilang
3605,Synset('iron_tree.n.01'),iron_tree.n.01,iron_tree
3606,Synset('judas_tree.n.01'),judas_tree.n.01,Judas_tree
3607,Synset('laurel.n.01'),laurel.n.01,laurel
3608,Synset('lignum_vitae.n.02'),lignum_vitae.n.02,lignum_vitae
3609,Synset('mangrove.n.01'),mangrove.n.01,mangrove
3610,Synset('maple.n.02'),maple.n.02,maple
3611,Synset('poplar.n.02'),poplar.n.02,poplar
3612,Synset('queen's_crape_myrtle.n.01'),queens_crape_myrtle.n.01,Queen's_crape_myrtle
3613,Synset('rewa-rewa.n.01'),rewa-rewa.n.01,rewa-rewa
3614,Synset('royal_poinciana.n.01'),royal_poinciana.n.01,royal_poinciana
3615,Synset('sorrel_tree.n.01'),sorrel_tree.n.01,sorrel_tree
3616,Synset('spanish_elm.n.02'),spanish_elm.n.02,Spanish_elm
3617,Synset('titi.n.01'),titi.n.01,titi
3618,Synset('trumpetwood.n.01'),trumpetwood.n.01,trumpetwood
3619,Synset('tulip_tree.n.01'),tulip_tree.n.01,tulip_tree
3620,Synset('catalpa.n.01'),catalpa.n.01,catalpa
3621,Synset('gnetum.n.01'),gnetum.n.01,gnetum
3622,Synset('calamus.n.01'),calamus.n.01,calamus
3623,Synset('osier.n.02'),osier.n.02,osier
3624,Synset('sallow.n.01'),sallow.n.01,sallow
3625,Synset('algarroba.n.03'),algarroba.n.03,algarroba
3626,Synset('carob.n.01'),carob.n.01,carob
3627,Synset('divi-divi.n.01'),divi-divi.n.01,divi-divi
3628,Synset('soy.n.01'),soy.n.01,soy
3629,Synset('cumin.n.02'),cumin.n.02,cumin
3630,Synset('kola_nut.n.01'),kola_nut.n.01,kola_nut
3631,Synset('candlenut.n.02'),candlenut.n.02,candlenut
3632,Synset('leprosy.n.01'),leprosy.n.01,leprosy
3633,Synset('mumps.n.01'),mumps.n.01,mumps
3634,Synset('diabetes.n.01'),diabetes.n.01,diabetes
3635,Synset('electric_refrigerator.n.01'),electric_refrigerator.n.01,electric_refrigerator
3636,Synset('dictionary.n.01'),dictionary.n.01,dictionary
3637,Synset('airliner.n.01'),airliner.n.01,airliner
3638,Synset('jet.n.01'),jet.n.01,jet
3639,Synset('liner.n.04'),liner.n.04,liner
3640,Synset('rocket.n.02'),rocket.n.02,rocket
3641,Synset('oboe.n.01'),oboe.n.01,oboe
3642,Synset('crossopterygian.n.01'),crossopterygian.n.01,crossopterygian
3643,Synset('herring.n.02'),herring.n.02,herring
3644,Synset('salmon.n.01'),salmon.n.01,salmon
3645,Synset('sea_bass.n.02'),sea_bass.n.02,sea_bass
3646,Synset('shad.n.02'),shad.n.02,shad
3647,Synset('snapper.n.05'),snapper.n.05,snapper
3648,Synset('sole.n.04'),sole.n.04,sole
3649,Synset('tuna.n.03'),tuna.n.03,tuna
3650,Synset('whitefish.n.03'),whitefish.n.03,whitefish
3651,Synset('auk.n.01'),auk.n.01,auk
3652,Synset('puffin.n.01'),puffin.n.01,puffin
3653,Synset('bustard.n.01'),bustard.n.01,bustard
3654,Synset('button_quail.n.01'),button_quail.n.01,button_quail
3655,Synset('chunga.n.01'),chunga.n.01,chunga
3656,Synset('courlan.n.01'),courlan.n.01,courlan
3657,Synset('crane.n.05'),crane.n.05,crane
3658,Synset('crested_cariama.n.01'),crested_cariama.n.01,crested_cariama
3659,Synset('heron.n.02'),heron.n.02,heron
3660,Synset('ibis.n.01'),ibis.n.01,ibis
3661,Synset('limpkin.n.01'),limpkin.n.01,limpkin
3662,Synset('rail.n.05'),rail.n.05,rail
3663,Synset('shoebill.n.01'),shoebill.n.01,shoebill
3664,Synset('stork.n.01'),stork.n.01,stork
3665,Synset('trumpeter.n.03'),trumpeter.n.03,trumpeter
3666,Synset('screamer.n.03'),screamer.n.03,screamer
3667,Synset('harpy.n.04'),harpy.n.04,harpy
3668,Synset('sea_eagle.n.02'),sea_eagle.n.02,sea_eagle
3669,Synset('falcon.n.01'),falcon.n.01,falcon
3670,Synset('harrier.n.03'),harrier.n.03,harrier
3671,Synset('kite.n.04'),kite.n.04,kite
3672,Synset('osprey.n.01'),osprey.n.01,osprey
3673,Synset('redtail.n.01'),redtail.n.01,redtail
3674,Synset('hawk_owl.n.01'),hawk_owl.n.01,hawk_owl
3675,Synset('screech_owl.n.02'),screech_owl.n.02,screech_owl
3676,Synset('new_world_vulture.n.01'),new_world_vulture.n.01,New_World_vulture
3677,Synset('pigeon.n.01'),pigeon.n.01,pigeon
3678,Synset('chicken.n.02'),chicken.n.02,chicken
3679,Synset('turkey.n.01'),turkey.n.01,turkey
3680,Synset('accentor.n.01'),accentor.n.01,accentor
3681,Synset('babbler.n.02'),babbler.n.02,babbler
3682,Synset('bird_of_paradise.n.03'),bird_of_paradise.n.03,bird_of_paradise
3683,Synset('bowerbird.n.01'),bowerbird.n.01,bowerbird
3684,Synset('catbird.n.02'),catbird.n.02,catbird
3685,Synset('creeper.n.03'),creeper.n.03,creeper
3686,Synset('fairy_bluebird.n.01'),fairy_bluebird.n.01,fairy_bluebird
3687,Synset('finch.n.01'),finch.n.01,finch
3688,Synset('lark.n.03'),lark.n.03,lark
3689,Synset('mockingbird.n.01'),mockingbird.n.01,mockingbird
3690,Synset('new_world_oriole.n.01'),new_world_oriole.n.01,New_World_oriole
3691,Synset('nuthatch.n.01'),nuthatch.n.01,nuthatch
3692,Synset('old_world_flycatcher.n.01'),old_world_flycatcher.n.01,Old_World_flycatcher
3693,Synset('old_world_oriole.n.01'),old_world_oriole.n.01,Old_World_oriole
3694,Synset('pipit.n.01'),pipit.n.01,pipit
3695,Synset('shrike.n.01'),shrike.n.01,shrike
3696,Synset('starling.n.01'),starling.n.01,starling
3697,Synset('tanager.n.01'),tanager.n.01,tanager
3698,Synset('thrasher.n.02'),thrasher.n.02,thrasher
3699,Synset('thrush.n.03'),thrush.n.03,thrush
3700,Synset('titmouse.n.01'),titmouse.n.01,titmouse
3701,Synset('vireo.n.01'),vireo.n.01,vireo
3702,Synset('wagtail.n.01'),wagtail.n.01,wagtail
3703,Synset('water_ouzel.n.01'),water_ouzel.n.01,water_ouzel
3704,Synset('weaver.n.02'),weaver.n.02,weaver
3705,Synset('antbird.n.01'),antbird.n.01,antbird
3706,Synset('manakin.n.03'),manakin.n.03,manakin
3707,Synset('new_world_flycatcher.n.01'),new_world_flycatcher.n.01,New_World_flycatcher
3708,Synset('ovenbird.n.02'),ovenbird.n.02,ovenbird
3709,Synset('woodhewer.n.01'),woodhewer.n.01,woodhewer
3710,Synset('rock_wren.n.02'),rock_wren.n.02,rock_wren
3711,Synset('kangaroo.n.01'),kangaroo.n.01,kangaroo
3712,Synset('opossum.n.02'),opossum.n.02,opossum
3713,Synset('phalanger.n.01'),phalanger.n.01,phalanger
3714,Synset('cetacean.n.01'),cetacean.n.01,cetacean
3715,Synset('sea_cow.n.01'),sea_cow.n.01,sea_cow
3716,Synset('fruit_bat.n.01'),fruit_bat.n.01,fruit_bat
3717,Synset('bear.n.01'),bear.n.01,bear
3718,Synset('feline.n.01'),feline.n.01,feline
3719,Synset('anteater.n.02'),anteater.n.02,anteater
3720,Synset('mylodon.n.01'),mylodon.n.01,mylodon
3721,Synset('sloth.n.02'),sloth.n.02,sloth
3722,Synset('mole.n.06'),mole.n.06,mole
3723,Synset('otter_shrew.n.01'),otter_shrew.n.01,otter_shrew
3724,Synset('shrew.n.02'),shrew.n.02,shrew
3725,Synset('tenrec.n.01'),tenrec.n.01,tenrec
3726,Synset('pika.n.01'),pika.n.01,pika
3727,Synset('lemur.n.01'),lemur.n.01,lemur
3728,Synset('tarsier.n.01'),tarsier.n.01,tarsier
3729,Synset('mastodon.n.01'),mastodon.n.01,mastodon
3730,Synset('abrocome.n.01'),abrocome.n.01,abrocome
3731,Synset('agouti.n.01'),agouti.n.01,agouti
3732,Synset('beaver.n.07'),beaver.n.07,beaver
3733,Synset('cavy.n.01'),cavy.n.01,cavy
3734,Synset('chinchilla.n.03'),chinchilla.n.03,chinchilla
3735,Synset('coypu.n.01'),coypu.n.01,coypu
3736,Synset('dormouse.n.01'),dormouse.n.01,dormouse
3737,Synset('gerbil.n.01'),gerbil.n.01,gerbil
3738,Synset('hamster.n.01'),hamster.n.01,hamster
3739,Synset('lemming.n.01'),lemming.n.01,lemming
3740,Synset('mara.n.02'),mara.n.02,mara
3741,Synset('marmot.n.01'),marmot.n.01,marmot
3742,Synset('mole_rat.n.01'),mole_rat.n.01,mole_rat
3743,Synset('mole_rat.n.02'),mole_rat.n.02,mole_rat
3744,Synset('mountain_beaver.n.01'),mountain_beaver.n.01,mountain_beaver
3745,Synset('muskrat.n.02'),muskrat.n.02,muskrat
3746,Synset('porcupine.n.01'),porcupine.n.01,porcupine
3747,Synset('sand_rat.n.01'),sand_rat.n.01,sand_rat
3748,Synset('squirrel.n.01'),squirrel.n.01,squirrel
3749,Synset('viscacha.n.01'),viscacha.n.01,viscacha
3750,Synset('wood_rat.n.01'),wood_rat.n.01,wood_rat
3751,Synset('pentail.n.01'),pentail.n.01,pentail
3752,Synset('echidna.n.01'),echidna.n.01,echidna
3753,Synset('echidna.n.02'),echidna.n.02,echidna
3754,Synset('platypus.n.01'),platypus.n.01,platypus
3755,Synset('turtle.n.02'),turtle.n.02,turtle
3756,Synset('thecodont.n.01'),thecodont.n.01,thecodont
3757,Synset('alligator.n.02'),alligator.n.02,alligator
3758,Synset('caiman.n.01'),caiman.n.01,caiman
3759,Synset('gavial.n.01'),gavial.n.01,gavial
3760,Synset('blind_snake.n.01'),blind_snake.n.01,blind_snake
3761,Synset('elapid.n.01'),elapid.n.01,elapid
3762,Synset('viper.n.01'),viper.n.01,viper
3763,Synset('sawyer.n.02'),sawyer.n.02,sawyer
3764,Synset('aphid.n.01'),aphid.n.01,aphid
3765,Synset('jumping_plant_louse.n.01'),jumping_plant_louse.n.01,jumping_plant_louse
3766,Synset('army_ant.n.01'),army_ant.n.01,army_ant
3767,Synset('wood_ant.n.01'),wood_ant.n.01,wood_ant
3768,Synset('gall_wasp.n.01'),gall_wasp.n.01,gall_wasp
3769,Synset('danaid.n.01'),danaid.n.01,danaid
3770,Synset('nymphalid.n.01'),nymphalid.n.01,nymphalid
3771,Synset('pierid.n.01'),pierid.n.01,pierid
