,Term,RawCounts
1763,cynical,2
1764,veiled,3
1765,rose,96
1766,ones,124
1767,mild,12
1768,confusion,29
1769,phone,88
1770,constantly,9
1771,various,28
1772,relatives,11
1773,demanding,8
1774,date,23
1775,unanswerable,1
1776,Dresden,9
1777,either,192
1778,confirming,3
1779,anyway,122
1780,week-end,2
1781,resent,1
1782,annoyed,24
1783,b,68
1784,refusals,1
1785,drier,1
1786,Most,51
1787,hardly,131
1788,everyone,196
1789,meeting,79
1790,remark,23
1791,unsaid,4
1792,spelling,5
1793,western,4
1794,temporary,7
1795,guest,14
1796,permanent,8
1797,guests,21
1798,indignant,9
1799,slur,1
1800,forgot,44
1801,absorbed,22
1802,planning,23
1803,menu,4
1804,co-opted,1
1805,contribution,4
1806,successful,27
1807,food,215
1808,consist,1
1809,frankfurter,1
1810,sausages,14
1811,Cola,2
1812,memory,48
1813,dinner,67
1814,Palast,7
1815,champagne,3
1816,addition,10
1817,tension,14
1818,news,93
1819,Ministry,8
1820,Sport,3
1821,warnings,2
1822,based,12
1823,profound,6
1824,bureaucracy,1
1825,usual,97
1826,interest,47
1827,postman,8
1828,knock,83
1829,tensions,2
1830,cope,13
1831,Despite,23
1832,assurances,1
1833,Director,2
1834,Department,3
1835,favourably,1
1836,doubt,67
1837,office,47
1838,treated,15
1839,formal,4
1840,promotion,6
1841,Directorship,1
1842,shift,20
1843,Government,13
1844,economic,2
1845,policy,7
1846,chill,16
1847,wind,135
1848,international,4
1849,relations,10
1850,hopes,11
1851,Police,15
1852,mere,14
1853,repeatedly,7
1854,reminded,36
1855,substance,4
1856,Ostkreuz,11
1857,tempted,13
1858,Lieutenant,12
1859,Werner,28
1860,sorted,8
1861,mindful,1
1862,Bodo,131
1863,advice,36
1864,preoccupations,1
1865,absolutely,36
1866,foremost,1
1867,highest,20
1868,level,33
1869,Silber,31
1870,emphasised,1
1871,Remember,46
1872,ladder,43
1873,showing,63
1874,improvement,3
1875,height,35
1876,technique,12
1877,leg,82
1878,trailing,9
1879,bar,46
1880,concentrate,14
1881,wipe,23
1882,leap,25
1883,Pankow,3
1884,breaking,32
1885,1.80,1
1886,jumps,14
1887,half,295
1888,suspecting,4
1889,using,106
1890,putting,82
1891,pressure,11
1892,lacking,4
1893,concentration,16
1894,disturb,13
1895,disturbing,10
1896,yet,241
1897,Until,21
1898,weeks,112
1899,scarcely,28
1900,except,132
1901,class,155
1902,definitely,25
1903,embarrassment,9
1904,lunch,60
1905,desk,112
1906,cinema,15
1907,amazement,25
1908,suspected,10
1909,offering,14
1910,suggest,19
1911,further,95
1912,courtship,1
1913,shrewd,3
1914,guess,44
1915,motive,4
1916,philanthropic,1
1917,gesture,21
1918,square,104
1919,hypotenuse,1
1920,remain,22
1921,mystery,31
1922,gently,111
1923,teased,8
1924,vestigial,1
1925,repeat,13
1926,involved,30
1927,boy-friend,7
1928,especially,77
1929,Indoor,1
1930,Championships,2
1931,drawing,39
1932,seriously,19
1933,adroitly,1
1934,shield,8
1935,forever,17
1936,baulked,1
1937,desires,2
1938,steady,38
1939,daily,15
1940,runs,16
1941,swimming,110
1942,weight-lifting,1
1943,exercises,14
1944,occasions,13
1945,alone,173
1946,free,156
1947,demands,17
1948,blushed,28
1949,However,48
1950,Wednesday,47
1951,freed,7
1952,Meet,5
1953,Centre,14
1954,imperiously,3
1955,7.00,2
1956,gym,16
1957,supper,59
1958,During,27
1959,wondered,192
1960,wondering,69
1961,walking,137
1962,recall,15
1963,Getting,10
1964,Health,3
1965,involving,6
1966,ride,128
1967,underground,10
1968,jammed,9
1969,among,81
1970,blocks,18
1971,festive,4
1972,finally,72
1973,penetrated,3
1974,mound,28
1975,reports,4
1976,Forty,6
1977,socialism,1
1978,education,8
1979,propaganda,1
1980,rewards,3
1981,punishments,7
1982,makes,92
1983,despair,18
1984,Without,35
1985,explaining,17
1986,regally,2
1987,swinging,26
1988,brief-case,10
1989,unlike,22
1990,brief-cases,1
1991,filled,109
1992,notes,25
1993,papers,39
1994,stolen,32
1995,goods,4
1996,Lenin,2
1997,Allee,3
1998,appear,34
1999,ten,156
2000,minutes,189
2001,Frankfurter,2
2002,roaring,10
2003,choked,18
2004,army,26
2005,convoy,3
2006,dozens,11
2007,lorries,5
2008,contents,17
2009,tarPaulins,1
2010,second,205
2011,glance,57
2012,dived,21
2013,side-street,2
2014,Here,200
2015,Buda,2
2016,restaurant,9
2017,low,120
2018,part,176
2019,liberally,2
2020,plastered,3
2021,posters,11
2022,vastly,1
2023,hairy,12
2024,Marx,60
2025,order,88
2026,grimly,24
2027,birthday,41
2028,double,49
2029,booked,6
2030,parties,10
2031,met,137
2032,scene,55
2033,akin,1
2034,Three,61
2035,imperious,3
2036,strategic,2
2037,advantage,15
2038,husband,104
2039,opposition,11
2040,clerks,3
2041,Centrum,1
2042,store,23
2043,cowed,3
2044,manager,27
2045,routed,1
2046,plainly,5
2047,bolted,9
2048,rabbit,18
2049,speak,162
2050,assured,14
2051,wide,114
2052,beseechingly,1
2053,gnädige,3
2054,cosmopolitan,1
2055,restaurateurs,1
2056,full,240
2057,nervous,59
2058,twitching,8
2059,charm,15
2060,notice,134
2061,begged,17
2062,extra,74
2063,waiters,3
2064,wine,80
2065,fell,224
2066,saw,816
2067,commission,2
2068,disappear,20
2069,almost,357
2070,Four,17
2071,dryly,7
2072,cleaning,11
2073,painting,12
2074,defeated,15
2075,led,114
2076,corridor,89
2077,keys,42
2078,unlocked,19
2079,dramatic,11
2080,melodramatic,4
2081,flourish,4
2082,flung,55
2083,open,356
2084,Voilà,2
2085,stunned,21
2086,silence,155
2087,voilà,1
2088,dingy,5
2089,barrack-like,1
2090,plaster,8
2091,swags,1
2092,marred,1
2093,chunks,9
2094,missing,49
2095,improved,5
2096,weird,11
2097,purple,28
2098,pink,104
2099,green,210
2100,ochre,3
2101,bike,78
2102,belonging,7
2103,wall,223
2104,folded,40
2105,ankles,21
2106,typical,9
2107,hotelier,1
2108,pose,4
2109,sensation,22
2110,restored,6
2111,gilded,2
2112,glittered,5
2113,dazzling,11
2114,walls,129
2115,hung,105
2116,crimson,19
2117,wallpaper,10
2118,Echoing,1
2119,woodwork,3
2120,immaculate,7
2121,sanded,1
2122,beautiful,162
2123,chipped,8
2124,parquet,1
2125,redone,1
2126,sake,41
2127,answered,114
2128,beckoned,15
2129,jiggled,3
2130,formidable,10
2131,lock,27
2132,cupboard,50
2133,stocked,2
2134,linen,21
2135,finest,8
2136,For,309
2137,tables,31
2138,somewhat,15
2139,unnecessarily,2
2140,dropping,30
2141,reverentially,1
2142,murmured,60
2143,Irish,6
2144,fingered,5
2145,covetous,1
2146,wholeheartedly,1
2147,combine,4
2148,year,173
2149,turn,294
2150,Like,127
2151,businesses,2
2152,leased,1
2153,co-operative,2
2154,prosperity,1
2155,raised,128
2156,Deputy,5
2157,Mayor,51
2158,six,118
2159,months,89
2160,private,45
2161,swift,13
2162,Eastern,3
2163,European,9
2164,imperceptibly,2
2165,lowered,38
2166,Friends,24
2167,Aha,5
2168,prominent,4
2169,Russians,5
2170,skilled,3
2171,paint,40
2172,gold,87
2173,leaf,8
2174,instantly,17
2175,available,13
2176,whether,131
2177,locked,78
2178,Norderns,7
2179,chairs,43
2180,table-cloth,3
2181,distinctly,3
2182,inferior,4
2183,sit,139
2184,overriding,1
2185,feeble,14
2186,large,308
2187,Sit,34
2188,please,144
2189,Rather,8
2190,docile,3
2191,ample,5
2192,salute,5
2193,withdrew,6
2194,stout,15
2195,prosperous,1
2196,heavy,124
2197,dark,336
2198,suits,9
2199,officials,17
2200,wives,13
2201,sipped,13
2202,Nice,9
2203,nicer,9
2204,evident,7
2205,desire,17
2206,dining-room,26
2207,unabashed,2
2208,haughty,2
2209,anonymity,1
2210,glanced,132
2211,prices,5
2212,fished,10
2213,packet,24
2214,cigarettes,10
2215,sometimes,134
2216,mention,34
2217,hypnotised,2
2218,sight,155
2219,smoking,20
2220,getting,299
2221,flowers,143
2222,bouquets,1
2223,proud,44
2224,half-smiled,3
2225,hankers,1
2226,Adlon,3
2227,ash,11
2228,cigarette,25
2229,well-dressed,3
2230,shedding,1
2231,vast,31
2232,overcoats,1
2233,lighting,9
2234,cigars,6
2235,violinist,2
2236,blonde,11
2237,eyed,15
2238,improbably,3
2239,gipsy,7
2240,tzigane,1
2241,pianist,2
2242,Hans,28
2243,gets,88
2244,places,101
2245,bigger,75
2246,brushing,16
2247,privacy,8
2248,Privacy,1
2249,longed,28
2250,dawned,13
2251,life,391
2252,apartments,1
2253,periods,3
2254,sharing,15
2255,others,220
2256,leaning,69
2257,tilted,12
2258,faint,46
2259,flush,8
2260,tinting,1
2261,tilt,5
2262,flesh,45
2263,chin,51
2264,jaw,21
2265,younger,35
2266,handsome,23
2267,suddenly,348
2268,exquisite,1
2269,forget-me-not,3
2270,puzzled,52
2271,eating,92
2272,innocently,8
2273,whispered,191
2274,staring,131
2275,sink,41
2276,blew,45
2277,voluptuous,1
2278,stream,22
2279,interested,79
2280,herring,2
2281,Bismarck,1
2282,good-looking,11
2283,searchlights,3
2284,observation,5
2285,objective,1
2286,judgement,10
2287,disconcertingly,1
2288,boyfriend,5
2289,rushed,46
2290,telling,131
2291,stupid,133
2292,tales,21
2293,mooning,4
2294,chuckled,18
2295,ruefully,4
2296,blind,31
2297,spotty,5
2298,adolescent,3
2299,rate,28
2300,stake,3
2301,worrying,29
2302,reflected,25
2303,Totally,2
2304,older,67
2305,changes,17
2306,three,486
2307,hoped,56
2308,Stadium,3
2309,whole,315
2310,inside,342
2311,altered,4
2312,begun,42
2313,arrival,26
2314,sorcerer,2
2315,wave,28
2316,manicured,1
2317,transform,2
2318,alchemists,1
2319,base,59
2320,metal,88
2321,sinister,12
2322,frisson,1
2323,movement,46
2324,lower,46
2325,higher,40
2326,stage,40
2327,development,12
2328,longer,131
2329,daughter,92
2330,teacher,121
2331,sisters,23
2332,Have,175
2333,strict,12
2334,light,318
2335,kill,91
2336,Sisterlike,1
2337,ashtray,4
2338,gestured,12
2339,special,127
2340,testily,2
2341,excited,60
2342,toyed,3
2343,money,303
2344,become,109
2345,famous,54
2346,house,640
2347,car,363
2348,opposite,84
2349,jealous,13
2350,hate,66
2351,ghost,61
2352,missed,58
2353,refugee,3
2354,trek,1
2355,ruined,29
2356,city,55
2357,late,154
2358,complaining,6
2359,lucky,73
2360,uncle,41
2361,deserved,7
2362,startling,8
2363,evocation,1
2364,Women,15
2365,outnumbered,2
2366,drew,82
2367,sketching,1
2368,Stalingrad,2
2369,Bonn,1
2370,El,2
2371,Alamein,1
2372,Stuttgart,1
2373,Normandy,1
2374,rubble,9
2375,stayed,91
2376,Emboldened,1
2377,intimacy,4
2378,Glad,7
2379,apartment,2
2380,travel,37
2381,instead,111
2382,People,92
2383,lives,75
2384,somehow,79
2385,existed,19
2386,Does,60
2387,Give,73
2388,tried,342
2389,blow,50
2390,admitted,31
2391,July,5
2392,Plot,9
2393,1944,1
2394,officers,8
2395,aristocrats,1
2396,assassinate,1
2397,caught,247
2398,hanged,4
2399,piano,11
2400,wire,74
2401,filmed,2
2402,film,47
2403,shown,88
2404,headquarters,2
2405,entertainment,12
2406,relative,9
2407,cousin,20
2408,Ritters,2
2409,Christians,22
2410,devout,1
2411,God-fearing,3
2412,Were,25
2413,emboldened,1
2414,1945,3
2415,allow,24
2416,confirmed,9
2417,kept,253
2418,Gave,1
2419,intensely,4
2420,formally,4
2421,oath-taking,1
2422,understanding,31
2423,Working,5
2424,thick,130
2425,thin,133
2426,Two,133
2427,worlds,7
2428,difficult,104
2429,Wiped,1
2430,Our,44
2431,Even,158
2432,loss,26
2433,officer,7
2434,courted,1
2435,inconceivable,1
2436,bit,475
2437,worried,100
2438,Worried,2
2439,withdrawn,8
2440,noticed,155
2441,Family,3
2442,watch,193
2443,hurry,62
2444,suppose,148
2445,stirred,16
2446,memories,18
2447,roses,23
2448,eh,77
2449,comes,109
2450,ghosts,36
2451,practical,13
2452,matter-of-fact,4
2453,crookedly,2
2454,Everyone,80
2455,haunted,11
2456,killed,75
2457,leads,4
2458,rows,55
2459,dutifully,5
2460,echoed,18
2461,learn,122
2462,abruptly,27
2463,affairs,14
2464,book,198
2465,Being,22
2466,knowing,84
2467,concern,21
2468,particular,29
2469,bitter,24
2470,grumpy,3
2471,Steinmark,25
2472,absent,6
2473,particularly,23
2474,impression,17
2475,during,95
2476,welcomed,11
2477,wife,163
2478,briefly,22
2479,prepared,43
2480,meal,63
2481,wash,46
2482,bedroom,97
2483,ate,61
2484,fussed,3
2485,dragged,46
2486,retreat,9
2487,threw,91
2488,Always,32
2489,goes,107
2490,barrage,2
2491,crackles,2
2492,smooth,39
2493,handing,11
2494,receiver,20
2495,snatched,24
2496,Speak,16
2497,telephone,33
2498,deaf,19
2499,rowdy,2
2500,main,84
2501,fragments,6
2502,filtered,2
2503,presumably,10
2504,Good,138
2505,YES,3
2506,frowned,41
2507,several,121
2508,decibels,1
2509,louder,34
2510,recalcitrant,1
2511,listened,68
2512,finished,142
2513,glowed,7
2514,warning,54
2515,immediately,64
2516,let,531
2517,unsettling,5
2518,beds,30
2519,glittering,14
2520,icy,23
2521,stars,55
2522,police,92
2523,punctual,2
2524,klaxon,1
2525,muted,5
2526,sounding,27
2527,human,154
2528,signal,19
2529,company,35
2530,pillow,30
2531,snoring,11
2532,drifted,26
2533,dreamless,1
2534,sleep,159
2535,bustle,3
2536,herr,1
2537,apologetic,8
2538,snatching,5
2539,bite,22
2540,bread,118
2541,cheese,56
2542,gulping,7
2543,nodding,11
2544,curtly,7
2545,dashing,6
2546,freezing,14
2547,tickets,8
2548,Jacket,3
2549,strongly,18
2550,chance,161
2551,remembering,42
2552,Railway,3
2553,arrest,3
2554,Lichtenberg,2
2555,bought,45
2556,ticket,18
2557,machine,67
2558,journey,59
2559,jogging,2
2560,Friedrichstrasse,2
2561,fool,59
2562,apart,74
2563,neck,115
2564,pavement,26
2565,ominous,7
2566,Consequently,3
2567,ferocious,12
2568,mail,6
2569,addressed,16
2570,exploded,17
2571,attend,15
2572,scattered,21
2573,letters,118
2574,devil,27
2575,archives,2
2576,answering,16
2577,skiving,2
2578,sternly,24
2579,Müller,13
2580,odd,81
2581,About,48
2582,testy,1
2583,Dead,9
2584,astounded,11
2585,impossible,67
2586,heavily,39
2587,incredible,12
2588,accident,61
2589,hit,97
2590,dumbfounded,4
2591,name,363
2592,groped,3
2593,envelopes,6
2594,written,69
2595,mine,72
2596,cigar,39
2597,honest,38
2598,lit,54
2599,details,21
2600,replacement,2
2601,heartlessly,3
2602,10.30,1
2603,Nagel,9
2604,Section,4
2605,Head,22
2606,wished,79
2607,rapped,13
2608,seat,100
2609,Terrible,10
2610,exasperated,9
2611,correct,44
2612,flicked,16
2613,palm,27
2614,mangled,5
2615,grown,55
2616,vigorously,11
2617,placed,86
2618,dens,2
2619,tracks,20
2620,degraded,1
2621,habits,13
2622,area,104
2623,spell,46
2624,assumption,2
2625,drunk,32
2626,Understood,2
2627,Security,2
2628,bleakly,6
2629,dare,69
2630,questions,128
2631,bet,39
2632,lying,157
2633,pillows,10
2634,emphatic,2
2635,These,96
2636,middle-aged,15
2637,bachelors,1
2638,hoping,48
2639,afraid,194
2640,carry,83
2641,recommend,4
2642,difficulties,8
2643,burdened,1
2644,figures,54
2645,technicalities,1
2646,disposed,4
2647,hat,101
2648,senior,11
2649,arrange,16
2650,funeral,9
2651,wreath,4
2652,represent,5
2653,refused,46
2654,Wall,4
2655,sloppy,2
2656,worked,110
2657,canteen,4
2658,basement,23
2659,buzzing,11
2660,quizzed,1
2661,entire,36
2662,staff,14
2663,stoically,1
2664,maintained,2
2665,potato,19
2666,salad,13
2667,exultation,1
2668,death,83
2669,confided,7
2670,explicitly,1
2671,responsibility,17
2672,sub-section,1
2673,Both,30
2674,signs,38
2675,marked,35
2676,luck,69
2677,lurking,8
2678,disreputable,2
2679,fault,73
2680,cleared,46
2681,normally,21
2682,terms,25
2683,future,36
2684,bemused,4
2685,stern,14
2686,standards,5
2687,buckled,2
2688,solid,33
2689,afternoon,144
2690,carried,130
2691,bulging,17
2692,briefcase,2
2693,aluminium,5
2694,plate,84
2695,rub,12
2696,sleeve,36
2697,smell,84
2698,rich,41
2699,savoury,5
2700,eyebrows,33
2701,sitting-room,18
2702,whisky,13
2703,dapper,3
2704,silver,109
2705,teeth,136
2706,shining,42
2707,dear,273
2708,fellow,27
2709,glossy,10
2710,fashion-plate,1
2711,jumped,132
2712,grasped,11
2713,early,96
2714,sister,184
2715,tea,225
2716,trifle,7
2717,brusque,2
2718,dinner-time,4
2719,florid,1
2720,irritating,5
2721,flourished,2
2722,bottle,96
2723,May,51
2724,tempt,4
2725,saddle,19
2726,venison,9
2727,bound,44
2728,slumped,10
2729,Oddly,3
2730,incredulous,6
2731,audience,19
2732,tactfully,2
2733,probably,185
2734,bridge,49
2735,exaggerated,7
2736,innocence,8
2737,Still,63
2738,helps,10
2739,spluttered,10
2740,dabbed,5
2741,handkerchiefs,1
2742,Drink,4
2743,poured,37
2744,pressing,18
2745,leading,49
2746,ways,70
2747,accept,29
2748,leaders,5
2749,dog,341
2750,excellent,24
2751,producing,6
2752,enormous,66
2753,diary,9
2754,Saturday,34
2755,Championship,3
2756,suit,45
2757,preferred,16
2758,sooner,23
2759,sightseeing,6
2760,invite,13
2761,show,216
2762,sights,10
2763,pretty,114
2764,inconvenient,4
2765,interrupt,6
2766,eagerly,27
2767,event,20
2768,Speaking,3
2769,Reading,7
2770,laid,60
2771,appearance,33
2772,cornucopia,1
2773,produced,16
2774,carved,16
2775,toasts,1
2776,vigorous,6
2777,caller,6
2778,contrary,3
2779,strode,27
2780,rubbing,26
2781,piece,179
2782,refuse,16
2783,introduce,5
2784,resigned,6
2785,fate,10
2786,brown,175
2787,overalls,7
2788,holding,154
2789,calloused,2
2790,broken,114
2791,finger-nails,3
2792,squeezing,14
2793,delicate,30
2794,apparently,22
2795,rough,53
2796,flashed,28
2797,charming,20
2798,builder,8
2799,splendid,27
2800,profession,3
2801,homes,14
2802,build,30
2803,cities,8
2804,modern,15
2805,hero,21
2806,chattered,2
2807,easy,125
2808,sceptical,2
2809,accustomed,12
2810,totally,28
