,index,0
129069,hajjis,1
129070,Ka'ba,1
129071,undistracted,1
129072,Mameluk,1
129073,Niccolao,3
129074,Manucchi,3
129075,hijras,11
129076,eunuchry,1
129077,hijra,12
129078,djinns,3
129079,covetousness,1
129080,Mohammedans,2
129081,anaesthetize,1
129082,Shiv,1
129083,Prasad,1
129084,canary-yellow,2
129085,effeminate-looking,1
129086,gora,2
129087,Chaman,36
129088,Guruji,1
129089,goras,1
129090,Mirror-glass,1
129091,jowls,6
129092,Chamanji,3
129093,chelas,7
129094,ta'wiz,2
129095,Pir,1
129096,Naqshbandi,2
129097,khwaja,1
129098,saras,1
129099,Goldfinger,1
129100,Andress,1
129101,heavy-boned,1
129102,rouged,4
129103,sub-Garbo,1
129104,tikka,1
129105,Razia,5
129106,Panna,13
129107,Vimla,10
129108,shyest,1
129109,Varanasi,1
129110,ostracized,1
129111,chela,1
129112,transsexuals,1
129113,feminine-looking,1
129114,Benazir,2
129115,Violations,1
129116,Panipat,1
129117,Prem,1
129118,Hijra,1
129119,Bharat,1
129120,Natyam,1
129121,ghazals,1
129122,refresher,3
129123,tolly,4
129124,sweepers,4
129125,dhobis,1
129126,making-up,1
129127,neem,1
129128,blusher,1
129129,rickshaws,4
129130,Lajpath,2
129131,Nagar,2
129132,prudishness,1
129133,doe-eyed,2
129134,Sardarji,1
129135,Haryana,4
129136,Disconsolately,2
129137,Veils,1
129138,Guru,7
129139,fifty-rupee,3
129140,WINTER,1
129141,RAINS,1
129142,Rajasthani,4
129143,chadors,1
129144,Gusts,1
129145,Yunus,1
129146,Jaffery,61
129147,Hussain,1
129148,Ghazi-ud-Din,2
129149,Medresse,2
129150,Ajmeri,1
129151,trouser-bottoms,1
129152,gallants,6
129153,mosque-cap,1
129154,shambolic,1
129155,Asalam,1
129156,alekum,1
129157,Anvar-i,1
129158,Suhayli,1
129159,Nama,19
129160,Inayat,6
129161,trans-Oxianan,1
129162,ateliers,1
129163,Govardhan,1
129164,Bichitr,1
129165,Jumna,8
129166,uncatalogued,1
129167,xerox,1
129168,Sa'di,3
129169,plods,1
129170,Hindustani,1
129171,dervish,6
129172,Ferdowsi,2
129173,Jalaludin,1
129174,Rumi,4
129175,parables,2
129176,storybook-his,1
129177,gundas,1
129178,Prostitutes,1
129179,hu-Akbar,4
129180,haj,1
129181,Jama,12
129182,Masjid,12
129183,courtliness,2
129184,interlaced,1
129185,sitter,3
129186,unfathomed,1
129187,Bernier,21
129188,Manucci,15
129189,gourmand,1
129190,aesthete,1
129191,scandalmonger,1
129192,naan,1
129193,Gonesse,1
129194,fopperies,1
129195,sages,2
129196,Tage,1
129197,Mehale,1
129198,artilleryman,3
129199,con-artist,1
129200,nimbleness,1
129201,exorcist,3
129202,Mahommedans,2
129203,emetics,1
129204,fumigation,1
129205,pressgang,1
129206,angst-struck,1
129207,topples,5
129208,misplays,1
129209,Dihli,1
129210,Jehangir,1
129211,Kabul,6
129212,Mumtaz,4
129213,Dara,56
129214,Shukoh,10
129215,Darius,49
129216,voluptuary,1
129217,Sufis,1
129218,sannyasin,1
129219,Bhagavad,1
129220,Gita,1
129221,Yoga-Vashishta,1
129222,Majmua-ul-Baharain,1
129223,Mingling,1
129224,Oceans,1
129225,dissimulation,2
129226,Pretending,1
129227,witted,1
129228,Roshanara,20
129229,Jahanara,14
129230,Goneril,1
129231,Chandni,7
129232,Chowk,7
129233,Bagh,2
129234,Sabzi,1
129235,Mandi,1
129236,casuarina,1
129237,odd-ball,1
129238,lost-looking,1
129239,goatherd,1
129240,picnicking,2
129241,tiffin-tins,1
129242,saffron-robed,1
129243,bent-backed,1
129244,chattris,1
129245,jali,2
129246,reclined,2
129247,Kashmir,2
129248,Pegu,1
129249,howdahs,1
129250,lackeys,4
129251,trellising,2
129252,snapdragon,1
129253,champa,1
129254,whiffs,1
129255,lorikeets,3
129256,cockateels,1
129257,bamboo-wallah,1
129258,drainpipe,4
129259,drum-roll,1
129260,Nanak,3
129261,gurdwara,2
129262,thickly-bearded,1
129263,Granth,1
129264,Sahib,6
129265,odes,1
129266,langoor,1
129267,gurdwaras,1
129268,Wogs,1
129269,Teg,2
129270,Rupinder,3
129271,kitty,2
129272,jungli,1
129273,Puris,1
129274,Holi,2
129275,bashings,1
129276,screechings,1
129277,jollities,1
129278,nuptials,2
129279,blazoned,2
129280,SUNIL,1
129281,NALINI,1
129282,CONJOINED,1
129283,FEBRUARY,1
129284,rath,1
129285,striplights,1
129286,half-darkened,1
129287,Kayastha,1
129288,wheatish,1
129289,Ghari,1
129290,convented,1
129291,i.e,1
129292,Gurgaon,1
129293,horoscope,4
129294,ICS,1
129295,Nagpur,1
129296,Ujjain,2
129297,box-ad,1
129298,BHARAT,1
129299,DETECTIVE,1
129300,FRAUD,1
129301,SPECIALITY,1
129302,Aggarwal,3
129303,ex-paratrooper,1
129304,checking-out,1
129305,mothers-in-law,1
129306,Nadira,1
129307,hina-bandi,1
129308,Pillared,2
129309,Murar,1
129310,Qazi,2
129311,Aslam,1
129312,mihr,2
129313,lakhs,1
129314,Shahiduddin,11
129315,Saheena,1
129316,Shahpur,4
129317,bidi,1
129318,mali,14
129319,baksheesh,1
129320,donkey-jacket,1
129321,Dusshera,2
129322,shah-al-arhee,2
129323,fellah-i-puts,1
129324,Sid-ud-Dins,1
129325,hollyhock,1
129326,holi-ul-haq,1
129327,salwar,3
129328,kameez,3
129329,blow-heater,1
129330,Tully,1
129331,smartness,1
129332,Adbul,1
129333,Haidar,24
129334,Hamdard,1
129335,Swaroop,1
129336,Jawaharlal,2
129337,Nehru,2
129338,academia,2
129339,willage,2
129340,Jats,1
129341,farmer-people,1
129342,cooking-corner,1
129343,pakoras,1
129344,animal-man,1
129345,Bhajan,1
129346,Lal,11
129347,Pradhan,1
129348,ungrammatically,1
129349,non-Indian,2
129350,LAL,4
129351,sahib,3
129352,Will-Yums,1
129353,munshi,1
129354,punchbag,1
129355,elderly-looking,1
129356,Tip-top,2
129357,green-turbanned,1
129358,illus,1
129359,dirty-looking,1
129360,rag-pickers,1
129361,sack-load,1
129362,untouchables,1
129363,sallow-looking,1
129364,pill-box,2
129365,cotton-crop,1
129366,babe-in-arms,1
129367,qazi,1
129368,maulvis,1
129369,Quran,1
129370,countersignature,1
129371,Mirza,10
129372,mirza,11
129373,palanquin',1
129374,shaggy-dog,1
129375,Gulistan,1
129376,Bustan,1
129377,incorrectness,1
129378,well-clothed,1
129379,watermelon,1
129380,eatables,1
129381,Isfahan,1
129382,Brightly,2
129383,prodigality,1
129384,amir,1
129385,Durbar,2
129386,Indo-Islamic,1
129387,rhubarb-red,1
129388,helmet-shaped,1
129389,chattri,3
129390,curdles,1
129391,Qandhari,1
129392,ego-trip,1
129393,busloads,1
129394,baffled-looking,1
129395,indecorous,1
129396,outworks,2
129397,cusped,2
129398,Naqqar,4
129399,Khana,5
129400,Drums,1
129401,hautboy,1
129402,Diwan-i-am,3
129403,forty-pillared,1
129404,Durbars,1
129405,TransOxianan,1
129406,durbars,2
129407,Omrahs,2
129408,Rajahs,1
129409,Rabi'I,1
129410,Nauroz,1
129411,Buland,1
129412,Iqbal,1
129413,zenanas,1
129414,zenana,3
129415,ocular,1
129416,Kachemire,1
129417,scarfe,1
129418,seraglio,1
129419,Miniatures,1
129420,chaffris,1
129421,Hayat,1
129422,Baksh,3
129423,Life-Bestowing,1
129424,nargis,1
129425,kuzah,1
129426,gulal,1
129427,Nahr-i-Bihisht,1
129428,water-chutes,1
129429,Mahatma,1
129430,Marg,2
129431,discolour,1
129432,grassed,1
129433,paramours,1
129434,affrighted,2
129435,discoursed,3
129436,Mandu,1
129437,Hampi,1
129438,vainglorious,1
129439,Idul-Zuha,1
129440,tightly-packed,1
129441,Ganj,1
129442,Fardine,16
129443,kurta,1
129444,iftar,6
129445,semi-domes,1
129446,Kalan,1
129447,charpoys,2
129448,kabooter,3
129449,baz-who,1
129450,Aao,6
129451,nose-diving,1
129452,Abu'l,1
129453,Fazl,1
129454,A'in-i-Akbari,1
129455,miniaturists,1
129456,Moguls,3
129457,Zafar,1
129458,wire-mesh,2
129459,Shiraji,1
129460,Kabuli,1
129461,Kabooter,1
129462,Khal,1
129463,Avadi,1
129464,Golay,1
129465,Khals,1
129466,ghungroos,1
129467,Ay-ee,1
129468,master-a,1
129469,baz,1
129470,Allaaaaah,1
129471,namaaz,1
129472,Nosheen,2
129473,Simeen,2
129474,chaat,1
129475,Timurid,2
129476,Mullah,7
129477,Nasir-ud-Din,5
129478,omrah,1
129479,ever-brighter,1
129480,Diwan-i-khas,1
129481,maces,1
129482,durbar,1
129483,usurers,1
129484,Shuja,2
129485,Ganges,1
129486,twenty-five-year-old,1
129487,Sulaiman,1
129488,Shikoh,1
129489,Murad,4
129490,Samugarh,1
129491,camel-artillery,1
129492,overconfident,1
129493,Ullah,2
129494,Rajputs,3
129495,Rathor,1
129496,Selimgarh,1
129497,force-fed,1
129498,poppy-water,1
129499,Shahjehani-style,1
129500,up-ended,2
129501,bottle-palms,1
129502,char-bagh,1
129503,banyan,1
129504,Inheriting,1
129505,Pagoda,1
129506,Hadiths,1
129507,cooking-hearths,1
129508,star-vaulting,1
129509,cornucopias,1
129510,sisam,1
129511,jamun,1
129512,herder,1
129513,hoopoes,2
129514,zebra-underwings,1
129515,red-stone,2
129516,pairi,1
129517,daeza,1
129518,Xenophon,1
129519,Cyrus,1
129520,Sardis,1
129521,paradeisoi,1
129522,paradisum,1
129523,paradis,1
129524,Fleeing,1
129525,Jiwan,1
129526,coarsest,3
129527,fakir,2
129528,Nizamuddin,2
129529,palace-prison,1
129530,I'tibar,3
129531,Aurangabad,1
129532,Thevenot,1
129533,hashish-smoking,1
129534,succubuses,1
129535,Rajasthan,2
129536,sadhus,2
129537,fakirs,2
129538,Sarmad,1
129539,dam-burst,1
129540,Harem,2
129541,hogshead,1
129542,lasciviousness,1
129543,Pakeezah,20
129544,ink-pad,1
129545,return-by,1
129546,Bannerji,4
129547,Faiz,2
129548,Daryaganj,3
129549,havelis,2
129550,omrahs,1
129551,much-partitioned,1
129552,senior-most,1
129553,Babur,1
129554,Sahabzadi,1
129555,Qamar,1
129556,Fateh-ul-Mulk,2
129557,Zafur,1
129558,Mehrauli,2
129559,Farkunda,1
129560,Zamal,1
129561,Timur,1
129562,AWOKE,1
129563,furnace-heat,1
129564,wide-winged,1
129565,sledgehammer-heat,1
129566,Holi-water,1
129567,paise,1
129568,jal,1
129569,jeera,1
129570,Lodhi,4
129571,Meena,4
129572,Ayurvedic,1
129573,iguanas,1
129574,bringraj,1
129575,Britisher,1
129576,funereal,2
129577,derzis,1
129578,al-vida,1
129579,Gunthe,4
129580,Wallah,4
129581,proddings,1
129582,mahout,1
129583,mithai,1
129584,salwars,1
129585,dhabas,2
129586,saffron-coloured,2
129587,biryani,2
129588,wafts,5
129589,lederhosen,1
129590,Tyrolean,1
129591,black-chadored,1
129592,cover-we,1
129593,mullahs,1
129594,Woken,1
129595,Somalis,1
129596,prodigiously,1
129597,Afghans,2
129598,hawker,2
129599,mosque-caps,1
129600,mirror-work,1
129601,hairband,1
129602,labyrinths,1
129603,homespun-white,1
129604,Bukhari,4
129605,Bismillah,3
129606,rehman,1
129607,rahim,1
129608,illah,1
129609,Resul-allah,1
129610,thunder-flashes,1
129611,Idi-their,1
129612,cajra,1
129613,peni,1
129614,Kush,2
129615,ibn,3
129616,Abdallah,1
129617,al-Lawati,1
129618,Battuta,22
129619,overmastering,1
129620,voyagers,2
129621,freedmen,1
129622,Maldives,1
129623,heathendom,1
129624,Qanjanfu,1
129625,venerate,1
129626,sati,1
129627,goat-trails,1
129628,Malik,219
129629,Warna,2
129630,Tughluk,14
129631,barracks-metropolis,1
129632,Begampur,5
129633,Aurobindo,1
129634,mynas,1
129635,parakeets,4
129636,cyclopean,2
129637,megalithic,2
129638,undecorated,1
129639,Hazar,1
129640,Ustan,1
129641,Ashoka,1
129642,Madurai,1
129643,Attock,1
129644,Malabar,1
129645,Kot,1
129646,Jahanpanah,3
129647,Refuge,23
129648,al-Umari,2
129649,Masalik-ul-Absar,1
129650,Fi,3
129651,Mamalik-ul-Amsar,1
129652,hermitages,1
129653,Masjid-dwarfed,1
129654,rubble-walling,1
129655,mousy-grey,1
129656,water-leaf,1
129657,Unerringly,1
129658,ivan,1
129659,dark-stone,1
129660,Rievaulx,4
129661,Qutab,2
129662,Minar,2
129663,ever-diminishing,1
129664,lens-down,1
129665,Aravalli,1
129666,Siri,1
129667,Tughlukabad,8
129668,Orientalism,1
129669,heatstroke,1
129670,charpoy,1
129671,open-cast,1
129672,Thar,1
129673,dust-devils,1
129674,sweeper,1
129675,flustering,1
129676,hand-broom,1
129677,Dusting,2
129678,re-distribution,1
129679,spot-check,1
129680,trenchworks,1
129681,taxi-stand,1
129682,Gurmack,1
129683,footmats,1
129684,Indian-made,1
129685,speed-of-light,1
129686,Keols,1
129687,Tughluks,4
129688,Dams,4
129689,causeways,1
129690,sluice-gates,1
129691,now-collapsed,1
129692,Ghiyas-ud-Din,1
129693,inward-battering,1
129694,machicolated,1
129695,garden-tombs,1
129696,Damascene,1
129697,Khata,1
129698,mamluks,1
129699,mameluks,1
129700,Fakhr-i-Mudabbir,1
129701,Adab,1
129702,al-harb,1
129703,Wa'l-Shaj'a,1
129704,war-obsessed,1
129705,Jamshed,1
129706,Chini,1
129707,Rusi,1
129708,Firangi,1
129709,Shahi,1
129710,mawj-i,1
129711,darya,1
129712,Jibrail,1
129713,Ghazna,1
129714,kaman-i,1
129715,Hindavi-is,1
129716,bowstring,2
129717,bowstrings,1
129718,nilgai,1
129719,savants,1
129720,barracks-town,1
129721,Iltutmish,1
129722,medresse,1
129723,Barni,1
129724,Mutahhar,2
129725,Kara,1
129726,soul-animating,1
129727,basils,1
129728,Nightingales,1
129729,Pheasants,1
129730,Shiraz,1
129731,Quranic,1
129732,Firoz,1
129733,Shifa,1
129734,Hippocrates,3
129735,Unani,11
129736,Tibbia,1
129737,Sassanid,1
129738,Nestorian,1
129739,Jundishapur,1
129740,cross-fertilized,1
129741,Sina,1
129742,Avicenna,1
129743,al-Hikmah,1
129744,Humours,1
129745,hakims,2
129746,folk-medicine,1
129747,freckle-destroying,1
129748,Ballimaran,2
129749,vials,2
129750,heavily-veiled,1
129751,Broadstairs,53
129752,selectness,2
129753,Steamers,1
129754,slumbered,1
129755,Multhrop,65
129756,Banquet,2
129757,polloi,1
129758,Araminta,47
129759,froufrou,1
129760,enchantingly,2
129761,dimpling,1
129762,Charley,9
129763,Wittisham,29
129764,Parvenue,1
129765,Bracing,1
129766,oil-bedaubed,1
129767,cynosure,1
129768,child-wife,3
129769,propre,1
129770,rook,1
129771,indomitability,1
129772,Crabs,1
129773,dere,3
129774,pungar,4
129775,'ook,1
129776,pungars,1
129777,'it,1
129778,'ollow,2
129779,Buffaloes,1
129780,self-torture,1
129781,bains-marie,1
129782,Sixty-seven,1
129783,Lionisers,52
129784,Angelina,90
129785,Gwendolen,78
129786,Pipkin,30
129787,Beddington,45
129788,duck's-head,1
129789,victorias,2
129790,landaus,1
129791,flint-faced,1
129792,Crampton,1
129793,Dotheboys,1
129794,leg-o'-mutton,1
129795,set-faced,1
129796,victoria,6
129797,composedly,4
129798,green-grey,1
129799,Nesselrode,1
129800,Perturbed,3
129801,cleaver,1
129802,Soyer,12
129803,Michaels,11
129804,Mes,2
129805,Maître,4
129806,devilled,1
129807,entrées,2
129808,toilers,1
129809,Watering,6
129810,Rognons,2
129811,sommelier,2
129812,bath-chairs,1
129813,Minstrels,3
129814,dunned,1
129815,washed-up,2
129816,Fishness,1
129817,Trotwood,4
129818,promenaders,2
129819,Marchesi,1
129820,bloaters,1
129821,Bijou,1
129822,Frigate,2
129823,dey,2
129824,Perch,1
129825,baht,1
129826,'Am,4
129827,'Am.,1
129828,Peggotty,1
129829,Fifty-two,3
129830,eschalots,1
129831,Freimüller,8
129832,Nickleby,2
129833,maidenly,1
129834,gastritis,3
129835,Thyme,1
129836,Dèpêchez,1
129837,Oven,1
129838,unseasonable,2
129839,Egbert,34
129840,Natalia,1
129841,Tatiana,3
129842,Figgis-Hewett,17
129843,Faithless,1
129844,Datchery,13
129845,Unhand,1
129846,Dumpton,2
129847,Gapway,1
129848,Panhard,1
129849,Pierremont,3
129850,Respectable,1
129851,Multhrops,2
129852,sailor-suited,2
129853,promenades,2
129854,sixpennyworth,1
129855,Marguerite,1
129856,briny,2
129857,Coralline,2
129858,cummerbund,1
129859,self-martyrdom,1
129860,white-stockinged,1
129861,d'Artagnan,1
129862,bibbed,1
129863,vas,3
129864,Enfin,1
129865,entremets,6
129866,yd,1
129867,Murderous,1
129868,re-vote,3
129869,Lioniser,4
129870,Purifying,1
129871,Pickwickian,1
129872,Radstone,1
129873,Darned,1
129874,prostrating,2
129875,Sikes,6
129876,Wale,3
129877,mountebank,1
129878,julep,1
129879,adulterating,1
129880,nightingales,1
129881,Pegwell,2
129882,Horrorstruck,1
129883,Wickfield,1
129884,Havisham,4
129885,Mesmerised,1
129886,Feverishly,1
129887,Improvise,1
129888,Brunhilde,1
129889,Peggottys,1
129890,Trotwoods,1
129891,Pecksniffs,1
129892,Fezziwigs,2
129893,Doras,1
129894,Dorrits,1
129895,Flites,1
129896,Magwitch,1
129897,Sire,4
129898,Barkis,1
129899,catsup,1
129900,Crupp,3
129901,pastrycook,1
129902,Marienbad,4
129903,rélevés,1
129904,Dolby,1
129905,forcemeats,3
129906,gravies,1
129907,absented,1
129908,from-the,1
129909,Electrophone,1
129910,opportunely,2
129911,Snob,1
129912,grubbied,1
129913,Pipsqueak,1
129914,housebreaker,1
129915,Squeers,3
129916,Cannes,5
129917,Atropine,5
129918,Kippers,1
129919,kedgeree,2
129920,Spratling,1
129921,decorousness,1
129922,Arsenical,1
129923,Ellaline,1
129924,Tenriss,1
129925,Paradis,2
129926,Burbanks,3
129927,willow-pattern,2
129928,In-trouble,1
129929,atropine,16
129930,Stockbery,3
129931,Linom,1
129932,frogmarched,1
129933,weaselly,2
129934,Rum-Bubber,1
129935,Monsewer,1
129936,gorn,1
129937,dachshund,1
129938,Sleepless,1
129939,Quo,6
129940,Vital-witness,1
129941,Eg,1
129942,Uncomfortably,1
129943,Ulterior,1
129944,Weariness,1
129945,half-washed,1
129946,unappetising-looking,1
129947,entremet,1
129948,cutlet,1
129949,indefatigably,2
129950,pilocarpine,1
129951,Kingsgate,3
129952,aspic,1
129953,Sir-Thomas,1
129954,horror-stricken,1
129955,mes,4
129956,enfants,2
129957,half-stumbled,1
129958,Huddled,3
129959,Fiancée,2
129960,tiffs,1
129961,Grandly,1
129962,off-handedly,1
129963,Snodgrass,5
129964,Stonewall,1
129965,fiancees,1
129966,crud,3
129967,Marginally,1
129968,Borgias,1
129969,Lucrezia,1
129970,Borgia,1
129971,Druscovich,1
129972,gridiron,3
129973,meagreness,1
129974,curtsying,1
129975,clawfoot,1
129976,mid-floor,1
129977,Fond,2
129978,Homoeopathic,1
129979,Ipecacuanha,1
129980,viridis,1
129981,Nux,1
129982,vomica,2
129983,Gout,1
129984,Grinrod,2
129985,Remedy,4
129986,Spasms,2
129987,Cockles,1
129988,Anti-bilious,1
129989,Renewer,1
129990,Emetic,1
129991,antimony,1
129992,'onest,1
129993,two-paragraph,1
129994,rootle,2
129995,lugubrious-looking,2
129996,1u,1
129997,zealously,4
129998,nervous-looking,2
129999,adulterated,1
130000,officiously,1
130001,Hallow,2
130002,disloyally,1
130003,Vales,1
130004,Cratchit,1
130005,implanting,1
130006,expostulations,1
130007,budged,1
130008,Inexorably,1
130009,wu,1
130010,bast,1
130011,Preoccupied,1
130012,boisterousness,1
130013,Fashionable,1
130014,rose-pinks,1
130015,Itinerant,1
130016,Brakeloads,1
130017,Arrys,2
130018,Arriets,2
130019,Fezziwig,1
130020,luncheon-takers,1
130021,Harrys,1
130022,Harriets,1
130023,vrai,2
130024,Cures,1
130025,coaxes,1
130026,Curious,3
130027,peeress,1
130028,Pryde,2
130029,Yd,2
130030,Sids,1
130031,Krook,2
130032,hard-heartedness,1
130033,Re-vote,1
130034,meanly,2
130035,Quail,1
130036,Luncheon,1
130037,timbale,1
130038,Pierrots,1
130039,purposeful-looking,1
130040,Punchinello,1
130041,Boaters,1
130042,Diagonal,1
130043,bicycling,1
130044,fielded,1
130045,clomped,1
130046,Bradstonians,2
130047,Hotten,1
130048,-half,1
130049,Dedlock,1
130050,Tulkinghorn,1
130051,shrilled,2
130052,bobble,3
130053,Restraining,1
130054,Stomachs,1
130055,tartes,1
130056,pomme,1
130057,cailles,1
130058,datura,2
130059,capsicum,1
130060,capsicums,1
130061,reproved,2
130062,balefully,3
130063,clap-boarded,1
130064,pierside,1
130065,merlan,3
130066,deir,2
130067,parmesan,1
130068,straight-faced,1
130069,hareng,1
130070,Cloisterham,1
130071,h*,1
130072,ruched,1
130073,Gads,2
130074,semi-screech,1
130075,Tupman,1
130076,Gatehouse,1
130077,Tope,1
130078,guide/Explores,1
130079,Durdles,1
130080,pride/Descends,1
130081,Crypt,1
130082,Solve,1
130083,Landless,1
130084,Stroll,2
130085,throttling,2
130086,whitings,1
130087,Icing,1
130088,Obediently,4
130089,vun,1
130090,fings,1
130091,aht,1
130092,Crahn,1
130093,souffléMy,1
130094,hot-flushed,1
130095,well-risen,1
130096,Pumblechook,1
130097,Drages,1
130098,foreland,1
130099,Mugby,1
130100,portégés,1
130101,dianthus-covered,1
130102,ever-broadening,1
130103,ever-brightening,1
130104,full-skirted,1
130105,Unobtrusively,1
130106,Harald,6
130107,Maybrick,1
130108,Iggins,1
130109,Gorblimey,1
130110,'ae,1
130111,perlice,1
130112,biscuit-coloured,1
130113,enplaned,1
130114,i5,1
130115,vorry,1
130116,druggist,7
130117,Grooms,7
130118,hollands,10
130119,Hollands,2
130120,Irreparable,1
130121,Burglary,1
130122,Ferté,2
130123,Pompadour,1
130124,post-hollands,1
130125,excursionist,1
130126,Mid,2
130127,gin-palaces,1
130128,schnapps,2
130129,Enthused,1
130130,incomprehensibly,1
130131,Faté,1
130132,Chérie,1
130133,mid-kiss,2
130134,southernwood,2
130135,Grandmama,1
130136,trapezes,1
130137,Stitch,27
130138,Naseby-dominated,1
130139,pummy,1
130140,Irritating,1
130141,irruptions,1
130142,Eager,2
130143,palmed,5
130144,Lascars,1
130145,Pertaining,1
130146,Alias,1
130147,Widower,1
130148,Studied,1
130149,1870–83,1
130150,Barings,3
130151,Theft,1
130152,Cashed,2
130153,Groom,1
130154,Seigel,3
130155,Syrup,4
130156,Bertillon,1
130157,hatboxes,1
130158,Lestrade,1
130159,snake-buckle,1
130160,panthers,4
130161,samphire,2
130162,Mantela,1
130163,dusted-down,1
130164,single-fronted,1
130165,Bradstow,1
130166,Randalls,1
130167,uproars,1
130168,seven-million,1
130169,Baring,1
130170,Jingle-like,1
130171,virtuously,1
130172,untraditional,1
130173,Indefatigably,1
130174,Lawn,1
130175,Iduns,1
130176,Nuckell,1
130177,Peepy,3
130178,Horrell,1
130179,Lockyers,1
130180,Hair-restorer,1
130181,Amiral,1
130182,Removes,1
130183,Corpulency,1
130184,aioli,1
130185,morue,1
130186,enema,1
130187,Dickensian-approved,1
130188,Boz,1
130189,button-to-neck,1
130190,stockinette,2
130191,body-concealing,1
130192,pumpkin-like,1
130193,possessively,2
130194,jaconet,1
130195,cretonne,1
130196,propel,1
130197,lames,1
130198,bathing-machine,1
130199,Aramintas,1
130200,still-locked,1
130201,staved,4
130202,84%,1
130203,0.3%,1
130204,A.1,1
130205,self-rated,1
130206,III(N),5
130207,III(M),4
130208,18A,1
130209,16.4%,1
130210,11.9%,1
130211,11.2%,1
130212,10.7%,1
130213,10.5%,1
130214,5.2%,1
130215,6.3%,1
130216,7.2%,1
130217,10.17,1
130218,categorisations,1
130219,salariat,1
130220,census-takers,1
130221,skin-colour,1
130222,Non-white,1
130223,Eggleston,1
130224,terminological,2
130225,95.5%,1
130226,4.5%,1
130227,1985–7,2
130228,2.11,1
130229,"206,000",3
130230,"197,000",2
130231,"216,000",3
130232,"284,000",1
130233,"238,000",1
130234,"174,000",2
130235,"232,000",1
130236,"237,000",1
130237,2.13,1
130238,OFFICIAL,1
130239,REPORTS,4
130240,CACE,14
130241,Cmd.,1
130242,6824,1
130243,pupil/teacher,11
130244,Evans/Aaron,1
130245,grammar/technical,1
130246,modern/technical,1
130247,Gurney-Dixon,4
130248,lower-status,4
130249,social-class-based,1
130250,Maladjusted,1
130251,GCE,19
130252,16–18-year-olds,2
130253,Albermarle,1
130254,1963–4,2
130255,2154,1
130256,1962–3,1
130257,"390,000",1
130258,"560,000",1
130259,CNAA,525
130260,BEd,28
130261,SISTERS,1
130262,EPAs,3
130263,pre-1903,1
130264,Gittins,6
130265,comprehensivisation,3
130266,Haslegrave,1
130267,BTEC,8
130268,Donnison,1
130269,One-Parent,1
130270,home-school,1
130271,Technologists,1
130272,Insisting,1
130273,Cowan,7
130274,non-selective,4
130275,11–16,3
130276,two-form,1
130277,six-form,1
130278,Munn,10
130279,7755,1
130280,CEE,7
130281,single-subject,1
130282,50–60%,1
130283,Astin,1
130284,abandoned.l,1
130285,Chilver,5
130286,Cmnd.8273,1
130287,non-degree,1
130288,Swinnerton-Dyer,1
130289,9453,1
130290,Racism,3
130291,bilingualism,1
130292,Lindop,8
130293,Validation,17
130294,Kingman,3
130295,plurals,1
130296,conjuncts,1
130297,creole,1
130298,Higginson,2
130299,byelaws,3
130300,Mundella,1
130301,catechetical,1
130302,split-site,1
130303,Implemented,2
130304,8–12,2
130305,9–13,2
130306,Remuneration,2
130307,10/65,2
130308,10/70,3
130309,4/74,3
130310,/Circular,3
130311,112/74,3
130312,Pooling,1
130313,LEA-maintained,1
130314,18/70,1
130315,108/70,1
130316,HMIs,13
130317,Postgraduate,3
130318,DipHE,29
130319,HND,1
130320,Cessation,1
130321,under-fives,4
130322,SCE,6
130323,ESGs,2
130324,Macnair,1
130325,UFC,6
130326,PCFC,6
130327,Self-Governing,1
130328,INSTITUTIONS,1
130329,1987–figures,1
130330,2–5-year-olds,1
130331,3–5-year,1
130332,69%,1
130333,3-,2
130334,4-year-old,2
130335,"477,000",1
130336,"98,000",1
130337,82%,1
130338,"557,000",1
130339,5–11,1
130340,5–12,1
130341,three-tier,1
130342,8–12-year-olds,1
130343,9–13-year-olds,1
130344,10–14-year-olds,1
130345,CE2L,1
130346,81%,1
130347,Non-maintained,2
130348,"252,000",1
130349,0.2%,2
130350,23.5,1
130351,20.3,3
130352,Direct-grant,1
130353,Phased,1
130354,16–19-year-olds,1
130355,less-popular,1
130356,11–16-year-olds,1
130357,CTCs,2
130358,Teesside,16
130359,middle-deemed-secondary,1
130360,88%,1
130361,13.0,1
130362,5.12,5
130363,486,1
130364,5.11,2
130365,1247,1
130366,"138,000",1
130367,5.14,3
130368,A25,1
130369,11.5,3
130370,non-maintained,6
130371,fee-charging,1
130372,"153,000",1
130373,SHMIS,2
130374,GBA,2
130375,GSA,2
130376,GBGSA,2
130377,"119,000",1
130378,ISAI,2
130379,teacher-entrepreneurs,1
130380,IAPS,2
130381,71%,1
130382,5.15,3
130383,2548,1
130384,"621,000",1
130385,post-school,3
130386,non-advanced,9
130387,NAFE,3
130388,AFE,2
130389,F9,3
130390,full-time-equivalent,1
130391,Diplomas,4
130392,5.16–5.18,2
130393,Accreditation,2
130394,BACIFHE,1
130395,non-validated,1
130396,OU,6
130397,"246,000",1
130398,ORGANISATION,1
130399,Under-Secretaries,1
130400,6.1–6.3,1
130401,6.4–6.6,1
130402,SCDC,1
130403,SEC,1
130404,YTS/YT,6
130405,TVEI,7
130406,Micros,1
130407,even-handedly,2
130408,1–,2
130409,4368,1
130410,3116,1
130411,50–75%,1
130412,SED,2
130413,EAs,1
