,index,0
130414,Episcopalian,5
130415,DENI,11
130416,6.12,3
130417,post-primary,1
130418,Lagan,1
130419,"1,847,000",1
130420,"944,000",1
130421,"537,000",1
130422,first-level,1
130423,early-diagnosed,1
130424,government-funded,1
130425,worker/officer,1
130426,Qualified,1
130427,Schools-industry,1
130428,SILO,1
130429,Peripatetic,1
130430,technician/assistant,1
130431,Audio-visual,2
130432,A-V,1
130433,Ancillary,2
130434,bursars,1
130435,premises-related,1
130436,7.5–7.8,1
130437,"16,002",1
130438,927,2
130439,5502,1
130440,"18,900",1
130441,"40,002",1
130442,"18,300",1
130443,"29,100",1
130444,1265,1
130445,194%,1
130446,259%,1
130447,7.3–7.5,1
130448,8.5%,1
130449,on-the-job,2
130450,"11,358",1
130451,under-recruitment,1
130452,Overlapping,3
130453,"520,000",1
130454,"46,000",1
130455,11.11,2
130456,11.13,2
130457,exigency,1
130458,Academics,1
130459,Nominally,1
130460,chancellors,1
130461,deanship,1
130462,Lecturers,2
130463,pro-directors,1
130464,more-senior,1
130465,11.1–2,1
130466,16.1–2,1
130467,21.4.8–9,1
130468,Para.,1
130469,21.4.13,1
130470,Paras,2
130471,4.8–4.10,1
130472,ESG,1
130473,Work-related,2
130474,WRFE,5
130475,2481,1
130476,6.3–6.11,1
130477,LEATGS,1
130478,Unofficial,1
130479,248,2
130480,21.2.9,1
130481,29.2.12,1
130482,5.5%,1
130483,4.9%,1
130484,1078,1
130485,2866,1
130486,8.11,1
130487,highest-spending,1
130488,lowest-spending,1
130489,11.10,3
130490,31.40,1
130491,60.90,1
130492,30.40,1
130493,57.50,1
130494,Pupil/teacher,1
130495,PTR,6
130496,PTRs,2
130497,61p,1
130498,8.13,1
130499,8.14,1
130500,86%2.2,1
130501,21.4.12,1
130502,QUALIFICATIONS,1
130503,16-year-olds,3
130504,C/D,1
130505,pass/fail,1
130506,7-point,1
130507,Highers,4
130508,CSYS,2
130509,18-year-olds,3
130510,CPVE,6
130511,Pre-vocational,8
130512,LCCI,1
130513,CGLI,10
130514,599,2
130515,ONC/OND,1
130516,HNC/HND,1
130517,formers,1
130518,NCVQ,2
130519,SCOTVEC,2
130520,Relevant,2
130521,Degrees,7
130522,Bachelor,4
130523,BSc,4
130524,BEng,1
130525,PGCE,1
130526,upper-second-class,1
130527,MSc,3
130528,MEd,1
130529,MPhil,4
130530,MLitt,1
130531,BPhil,1
130532,BLitt,1
130533,LIB,1
130534,BD,1
130535,DPhil,2
130536,doctorates,4
130537,DSc,2
130538,DLitt,1
130539,DD,2
130540,LID,1
130541,1996–7,1
130542,75–85%,1
130543,30–40%,1
130544,15–25%,1
130545,Maclure,1
130546,24–5,1
130547,TGAT,1
130548,"7,11",1
130549,SATs,1
130550,Irish-speaking,1
130551,ACHIEVEMENT,1
130552,24.0%,1
130553,18.7%,1
130554,20.0%,1
130555,9.9%,1
130556,Inequality,2
130557,11.7,1
130558,C16,1
130559,"423,000",1
130560,full-and,1
130561,63%,1
130562,Rampton/Swann,2
130563,11.12,1
130564,fifth-year,1
130565,sample-survey,1
130566,Willms,1
130567,11.14,1
130568,25–49,1
130569,11.15,3
130570,9.29,1
130571,6900,1
130572,11.17,1
130573,11.18,1
130574,11.19,1
130575,5.14–5.16,1
130576,11.21,1
130577,"40,931",1
130578,A26,1
130579,11.22,1
130580,11.23,1
130581,87%,1
130582,11.24,1
130583,11.25,1
130584,English/Scottish/,1
130585,Welsh/Irish,1
130586,11.26,1
130587,"43,500",1
130588,11.27,1
130589,LEAVERS,1
130590,TECs,2
130591,TOPS,2
130592,YOPS,5
130593,/Youth,1
130594,YT,3
130595,YTP,4
130596,"10,700",1
130597,17.9,1
130598,JTP,3
130599,1991.,1
130600,14–18-year-olds,2
130601,4.7%,1
130602,work-related,1
130603,17-,1
130604,"281,000",1
130605,smokier,1
130606,Soles,1
130607,Petunias,1
130608,chipolatas,1
130609,shooter,1
130610,rummages,2
130611,belong-here,1
130612,airbed,4
130613,Wessons,1
130614,cheroots,4
130615,zombies,3
130616,fusses,1
130617,gas-ring,1
130618,Valpolicella,2
130619,trattoria,3
130620,ice-cool,2
130621,Minus,2
130622,lilo,2
130623,Cambozola,1
130624,shuts,6
130625,Rachel-comes,1
130626,Bangs,1
130627,whines,2
130628,Jancey,55
130629,mimes,2
130630,frighteners,1
130631,beefoes,1
130632,yanks,4
130633,fidgets,1
130634,Innocently,1
130635,Mock,2
130636,top-half,1
130637,wheel-nuts,1
130638,squint-through,1
130639,Hatchard,1
130640,cringes,1
130641,crumples,3
130642,right-hook,1
130643,punchbags,1
130644,isn't.,1
130645,smoulders,1
130646,steamed-up,3
130647,Luggage,2
130648,detoured,1
130649,flea-pit,1
130650,vermin-infested,1
130651,desperados,1
130652,Sarcastic,1
130653,shamble,1
130654,doorkeepers,1
130655,meat-cutter,1
130656,UB40,1
130657,squints,3
130658,slippy,2
130659,you-ain't-getting-change,1
130660,apologizes,1
130661,larking,2
130662,poppadums,1
130663,Beaujolais,2
130664,tableful,2
130665,dishwarmer,1
130666,buzzes,3
130667,rosebush,1
130668,silver-foil,1
130669,rajahs,1
130670,korma,1
130671,tandoori,3
130672,biriani,1
130673,bahjee,1
130674,Streetlights,1
130675,Dolphinarium,1
130676,fair-ground,1
130677,slurps,1
130678,pleasureboat,2
130679,vinyl-covered,1
130680,make-the-best-of-it,1
130681,jumble-sale,1
130682,coffee-cups,1
130683,metal-frame,1
130684,clumping,3
130685,Seeping,1
130686,hill-climb,1
130687,recites,1
130688,prefer-ably,1
130689,scowls,1
130690,fumigating,1
130691,trainful,1
130692,turd,12
130693,crunched-up,1
130694,concrete-coloured,1
130695,schoolkids,2
130696,where-the-hell-you-think-you're-going-you're-shagging-some-other-woman-you-lousy-bastard,1
130697,Obstructing,1
130698,Obstruct,1
130699,understreet,1
130700,booby-trapped,3
130701,fire-escape,2
130702,unhooked,1
130703,fit-together,1
130704,grinder,2
130705,lift-up,1
130706,breadbin,2
130707,tea-chest,1
130708,crams,1
130709,wodge,1
130710,lockjaw,1
130711,waste-disposal,1
130712,disintegrates,2
130713,scoopfuls,1
130714,crouches,1
130715,Gon,4
130716,blam,1
130717,gawp,3
130718,radio-microphone,1
130719,radio-mike,2
130720,nestboxes,1
130721,night-watch,1
130722,Unbreakable,1
130723,Brens,1
130724,Enfields,1
130725,unsophistic-ation,1
130726,FNs,1
130727,Lighter,1
130728,repeat-action,1
130729,one-inch,1
130730,hip-held,1
130731,skeleton-frame,1
130732,Sterlings,1
130733,Uzis,1
130734,spray-killers,1
130735,four-by-two-inch,1
130736,hypnotizes,1
130737,masturbat-ing,1
130738,Loaded,1
130739,uninviting,3
130740,mid-evening,1
130741,darkens,1
130742,firebomb,1
130743,stretch-and-bend,1
130744,ballistic,1
130745,quietens,1
130746,scratchy-hum,1
130747,fruit-stands,1
130748,sea-anemones,1
130749,grapejuice,1
130750,splat-tered,1
130751,Sandwiches,1
130752,Hoots,1
130753,Swollen,1
130754,Sweaty,1
130755,Foaming,2
130756,Spilt,1
130757,Shreds,1
130758,fruitbowl,1
130759,middle-of-the-night,1
130760,rustily,1
130761,sifts,2
130762,stereophonic,1
130763,disorien-tate,1
130764,corning,3
130765,starburst,2
130766,dumbo,5
130767,quarter-backs,1
130768,saunters,2
130769,punch-up,1
130770,bully-boys,2
130771,Dynamos,1
130772,sash-cord,1
130773,bossman,1
130774,head-butting,2
130775,Idiots,1
130776,head-butt,3
130777,front-room,1
130778,Niceguy,1
130779,pasty-coloured,1
130780,Lump,1
130781,bozo,5
130782,voiceboxes,1
130783,wideawake,2
130784,flat-warrens,1
130785,Lurking,1
130786,gazes,4
130787,scolds,2
130788,slouches,3
130789,doughballs,1
130790,Kneecap,1
130791,doughboys,1
130792,compère,1
130793,Grunts,1
130794,boss-man,1
130795,Rasta,7
130796,mooched,4
130797,Tommies,1
130798,three-tonner,1
130799,milkmen,1
130800,splutters,6
130801,off-schedule,1
130802,mini-cab,3
130803,suedes,1
130804,lethal-looking,1
130805,mudflat,1
130806,cut-through,5
130807,bullseye,1
130808,bruisers,2
130809,jazzband,1
130810,stringbass,1
130811,gift-horses,1
130812,OK.,1
130813,-Some,1
130814,doggo,1
130815,biffos,1
130816,frails,1
130817,one-night,1
130818,no-no,1
130819,bookends,1
130820,Flush,1
130821,Cops,2
130822,Rastas,1
130823,Aggravation,1
130824,uptown,2
130825,Seein',1
130826,Marias,2
130827,Childers,3
130828,van-load,2
130829,Sirens,2
130830,Molins,1
130831,riot-visors,1
130832,Trundleys,2
130833,tucked-away,1
130834,crosswords,4
130835,trundles,1
130836,jogger,13
130837,half-marathon,1
130838,half-drowned,3
130839,Spaghetti,1
130840,loiter,2
130841,Thawed,1
130842,croaks,1
130843,Fictor,1
130844,pouts,2
130845,phone-call,2
130846,Riot-Torn,1
130847,On-the-spot,1
130848,Disturbances,1
130849,spew,3
130850,parroted,1
130851,pre-senter,1
130852,autocue,2
130853,mikes,2
130854,firehoses,1
130855,curlytops,1
130856,confronta-tion,1
130857,handpicked,1
130858,12000-mile,1
130859,programme-makers,1
130860,Spin,2
130861,bus-fare,1
130862,cigar-ends,1
130863,Bakerloo,3
130864,Bawn,2
130865,coons,1
130866,riot-gear,1
130867,lamming,1
130868,sewerfuls,1
130869,Edited,1
130870,untangles,1
130871,off-beam,1
130872,Chauffeured,1
130873,pitch-black,1
130874,stonewalled,1
130875,greystone,1
130876,round-topped,1
130877,limpets,1
130878,raps,1
130879,flaky,2
130880,peep-holes,1
130881,portacabin,6
130882,straight-back,1
130883,cracked-leather,1
130884,Trinidadian,7
130885,Gleaner,1
130886,cross-talk,1
130887,stomps,3
130888,Sambo,2
130889,piccaninny,1
130890,schoolyard,1
130891,wogga-wogga-land,1
130892,chairlegs,1
130893,three-foot,4
130894,gulley,3
130895,end-of-the-day,1
130896,Bozo,7
130897,unties,1
130898,hoodlum,1
130899,rabbit-punch,2
130900,micro-transmitter,1
130901,doughboy,1
130902,Swim,1
130903,Balham,8
130904,Under-stand,1
130905,lefts,2
130906,half-headed,1
130907,rubs,2
130908,phonebox,4
130909,Tiemens,2
130910,Sniff,3
130911,Slower,2
130912,clatters,2
130913,u-turn,1
130914,wrenches,6
130915,haymaker,2
130916,Mop,1
130917,crosspunch,1
130918,hap-pened,1
130919,superglue,1
130920,sheathe,1
130921,Ver-bal,1
130922,drawls,1
130923,welterweights,1
130924,weigh-in,1
130925,flounces,3
130926,romancing,1
130927,gargles,1
130928,dove-grey,2
130929,mooches,1
130930,overhang-ing,1
130931,Laps,1
130932,Billows,1
130933,Drip,3
130934,Rustling,2
130935,slobbering,2
130936,blood-spattered,5
130937,Closeness,1
130938,snuggles,1
130939,whittles,1
130940,four-in-the-morning,1
130941,skin-peeling,1
130942,snuffle,1
130943,burble,2
130944,don't-be-ridiculous,1
130945,stammers,2
130946,sad-way,1
130947,coinbox,2
130948,ex-cop,3
130949,wood-plank,1
130950,Straighter,1
130951,coulda,1
130952,verbals,1
130953,Thankyou,2
130954,ex-Detective,1
130955,chest-mike,1
130956,man-hunt,1
130957,Hooverful,1
130958,glowers,3
130959,Burnt,5
130960,hounding,3
130961,Mossop,25
130962,Resisted,1
130963,W-Worried,1
130964,twenty-eighth,2
130965,Nige,2
130966,Portesham,2
130967,Bridport,5
130968,Hereabouts,1
130969,Mallender,63
130970,CLARE,1
130971,THOMASINA,1
130972,MALLENDER,1
130973,1959–1987,1
130974,lane-end,1
130975,white-walled,1
130976,Dysart,142
130977,Fawley,2
130978,Refinery,1
130979,grey-dashed,1
130980,end-of-terrace,1
130981,fenced-off,5
130982,pipelines,1
130983,grease-smeared,1
130984,slatternly,1
130985,yet-to-be,1
130986,nce,1
130987,Hesitation,1
130988,'ousekeeping,1
130989,Dysart.,1
130990,'ated,1
130991,'andyman,1
130992,'ard.,1
130993,whoomph,3
130994,fore'ead,1
130995,vapourish,1
130996,'oliday,1
130997,Smiled,1
130998,creamy-red,1
130999,q-quiet,1
131000,muteness,1
131001,thoroughbreds,2
131002,driveways,1
131003,pine-shuttered,1
131004,Profitis,15
131005,Ilias,13
131006,Navarkhon,1
131007,N-No,1
131008,bare-branched,1
131009,unscripted,1
131010,awkward-looking,1
131011,rake-held,1
131012,tugged-down,1
131013,fishponds,6
131014,I-am-Morpurgo,1
131015,inarticulacy,1
131016,Good-afternoon,1
131017,Alan-is-not-here,1
131018,-Another-time,1
131019,Cerise,3
131020,Was-there-something-else,1
131021,My-tie,1
131022,Not-a-present.,1
131023,-It's-mine.,1
131024,-I-earned-it,1
131025,At-uni-,1
131026,At-university,1
131027,Minter,45
131028,cerise,2
131029,Radipole,1
131030,Brockenhurst,2
131031,slope-shouldered,1
131032,wayfarer,2
131033,soft-core,1
131034,Yielding,1
131035,Grief-stricken,1
131036,Suppositions,1
131037,Absorbed,1
131038,Hard-nosed,1
131039,Emlyn,1
131040,Ashmolean,11
131041,racketed,1
131042,Commonweal,6
131043,wish-fulfilment,1
131044,Christmas-lit,1
131045,eyebrow-twitch,1
131046,centre-spread,1
131047,low-arched,1
131048,rock-solid,1
131049,grey-stoned,1
131050,mottle-faced,1
131051,ill-humouredly,1
131052,Notley,4
131053,fob-watch,1
131054,Sixty-five,1
131055,First-class,6
131056,fellow-student,1
131057,Ockleton,69
131058,Approachable,1
131059,down-at-heel,1
131060,downily,1
131061,extra-strong,1
131062,D.G.Ockleton,1
131063,skylarking,1
131064,Shangri-La,1
131065,skew-knotted,1
131066,Visually,2
131067,owlish,1
131068,nursling,1
131069,Vocally,1
131070,toothily,1
131071,breakfast-time,2
131072,Breakspearean,5
131073,bizarrely,4
131074,leafing,4
131075,gaga,2
131076,Informative,1
131077,Tyrrell,29
131078,Breakspeareans,1
131079,Maoism,1
131080,pseudo-intellectual,1
131081,flim-flam,1
131082,Tyrrellian,1
131083,knife-creased,1
131084,Stockier,1
131085,whirligig,1
131086,Breakspearean.,1
131087,blithe,2
131088,red-lettered,1
131089,over-indulgence,4
131090,sitting-out,1
131091,Quad,2
131092,Burford,21
131093,A40,3
131094,honey-stoned,1
131095,homegrown,1
131096,Leveller,2
131097,mutineer,1
131098,slate-roofed,1
131099,cream-stoned,1
131100,multi-chapelled,1
131101,beeswaxed,1
131102,Sedley,4
131103,Ns,1
131104,Silenus,2
131105,side-turning,1
131106,packhorse-bridge,1
131107,belittling,1
131108,give-way,1
131109,culpably,1
131110,Betrayal,3
131111,Tyrrellians,1
131112,hotel-cum-restaurant,1
131113,Skein,31
131114,matchbook,4
131115,grease-monkeying,2
131116,tittle,1
131117,Condensation,1
131118,shirt-cuff,2
131119,moisture-smeared,1
131120,spray-painted,2
131121,Wrenching,1
131122,unmistakeable,1
131123,PROFITIS,1
131124,ILIAS.,1
131125,Tracked,1
131126,ransack,1
131127,acrid-smelling,1
131128,spray-can,1
131129,calling-card,1
131130,graffito,1
131131,Atop,1
131132,Haslemere,7
131133,Proprietor,1
131134,flagstaff,1
131135,swash-lettered,1
131136,nameboard,1
131137,pluming,1
131138,key-fob,1
131139,youth-preserving,1
131140,debauchees,1
131141,tightly-curled,1
131142,garishness,1
131143,doubt-ridden,1
131144,Offhand,1
131145,charmlessly,1
131146,TWENTY-THREE,1
131147,handpump,1
131148,bastardized,1
131149,taramosalata,1
131150,gin-guzzling,1
131151,hemlines,2
131152,replays,2
131153,Jug,1
131154,bar-stool,1
131155,Nadine,29
131156,curvaceous,2
131157,Chipchase,1
131158,black-stockinged,2
131159,drab-trousered,1
131160,Preliminaries,1
131161,infuriatingly,2
131162,anserine,1
131163,Covey,1
131164,transfixion,1
131165,hogwash,1
131166,Fraid,3
131167,brain-weak,1
131168,varsity,4
131169,hell-holes,1
131170,glad-handed,1
131171,stilton,1
131172,swain,3
131173,dab-hand,1
131174,Inconsequential,1
131175,moonstruck,1
131176,other-side-of-the-world,1
131177,eye-twinkling,1
131178,TWENTY-FOUR,1
131179,toper,2
131180,mini-bar,4
131181,fallibilities,1
131182,fecklessness,1
131183,Co-education,1
131184,all-pals-together,1
131185,Godalming,1
131186,weevil,1
131187,chalk-dust,1
131188,Cameron-Hyde,3
131189,re-filled,1
131190,pre-printed,1
131191,Mallenders,2
131192,TWENTY-FIVE,1
131193,riser,2
131194,cigar-smoke,1
131195,egg-smeared,1
131196,Inexcusable,1
131197,defenestration,3
131198,criminologist,1
131199,disgracing,1
131200,solarium,1
131201,neutrally,3
131202,blatancy,2
131203,scandal-sheets,1
131204,cheque-book,7
131205,tinsel-hung,1
131206,TWENTY-SIX,1
131207,weed-choked,1
131208,gnome-dotted,1
131209,traduced,1
131210,Dy,1
131211,Labrooy,23
131212,swaggering,3
131213,biter,1
131214,decipherable,1
131215,Oundle,2
131216,Dysarts,1
131217,Seducing,1
131218,Neurotic,2
131219,re-directed,1
131220,ruck,2
131221,TWENTY-SEVEN,1
131222,harpsichord,1
131223,coving,1
131224,Starved,2
131225,pine-bound,1
131226,dark-room,1
131227,sharply-etched,1
131228,Silenou,1
131229,Papaioannou,4
131230,holidaymaker,1
131231,TWENTY-EIGHT,1
131232,jig-saw,1
131233,unobservant,1
131234,unrevealing,1
131235,fellow-passengers,1
131236,worm-hole,1
131237,Versorelli,5
131238,far-seeing,2
131239,Maida,2
131240,Belonged,1
131241,Jaffna,1
131242,Challenbrooke,1
131243,Ethically,1
131244,thickest-soled,1
131245,Kensal,4
131246,obtuse,6
131247,Re-live,1
131248,thin-curtained,1
131249,Boarded,1
131250,Blocked-up,1
131251,Dereliction,1
131252,Decrepitude,1
131253,Foxglove,2
131254,Zohra,14
131255,flickeringly,1
131256,three-bar,2
131257,wheezily,1
131258,Tandy,4
131259,ayah,1
131260,orientalism,1
131261,floor-length,1
131262,abduct,1
131263,tricking,3
131264,TWENTY-NINE,1
131265,juddering,1
131266,sallow-faced,1
131267,nameboards,1
131268,heliograph,1
131269,Kalinichta,1
131270,kirie,1
131271,soot-plumed,1
131272,THIRTY,1
131273,Influenza,1
131274,cheese-grater,1
131275,Over-indulgence,1
131276,appendectomy,1
131277,Aspirin,1
131278,Illnesses,1
131279,01-986-4316,1
131280,likenesses,2
131281,Plodding,1
131282,beef-tea,1
131283,Sturch,2
131284,co-conspirator,1
131285,Good-hearted,1
131286,fact',1
131287,matchbooks,1
131288,Springing,2
131289,'Got,1
131290,rile,2
131291,musingly,1
131292,ex-patient,1
131293,chimneypot,1
131294,irksomely,1
131295,misogynists,1
131296,Hurstdown,9
131297,Barnchase,1
131298,Sapphire,1
131299,workhorse,1
131300,THIRTY-ONE,1
131301,gloss-printed,1
131302,winter-lit,1
131303,Williton,1
131304,litter-choked,1
131305,castellations,1
131306,boot-studs,1
131307,Wynne-Thomas,5
131308,purple-and-orange,1
131309,line-marking,1
131310,high-boned,1
131311,predacity,1
131312,Contempt,1
131313,purple-blazered,1
131314,CAREERS,5
131315,hand-tooled,1
131316,chaise-longue,4
131317,wingbacked,1
131318,Receptions,1
131319,self-knowing,1
131320,dissembler,1
131321,impresses,1
131322,Palaeolithic,4
131323,Mesolithic,9
131324,alluvium,2
131325,scatters,10
131326,EARLIEST,1
131327,LANDSCAPES,3
131328,wood-,1
131329,leather-,1
131330,bone-working,1
131331,microliths,1
131332,harpoons,1
131333,tranchet,1
131334,wolds,1
131335,Jacobi,1
131336,Dogger,1
131337,palaeo-environmental,2
131338,wildwood,6
131339,under-appreciated,1
131340,AGRICULTURAL,2
131341,chalklands,4
131342,Jurassic,2
131343,limestones,2
131344,turf-built,1
131345,causewayed,6
131346,necropolises,1
131347,Crickley,1
131348,Hambledon,1
131349,Whitesheet,1
131350,cropmarks,7
131351,hillforts,5
131352,thin-sectioning,1
131353,Graig,2
131354,Lwyd,1
131355,Cummins,1
131356,tree-felling,1
131357,SOIL,1
131358,crumb-structure,1
131359,podsolised,1
131360,brown-earth,1
131361,podsol,1
131362,Fig.66,1
131363,bedload,1
131364,Beaker,1
131365,Spratt,2
131366,INTENSITY,1
131367,SOMERSET,1
131368,trackways,12
131369,Shapwick,1
131370,Westhay,1
131371,Bryony,86
131372,Meare,1
131373,trackway,16
131374,coppices,4
131375,F–g.,1
131376,I–C,1
131377,post-Roman,18
131378,DARTMOOR,1
131379,unenclosed,2
131380,cists,1
131381,reaves,4
131382,Wainwright,2
