,Term,BNC_Baby_Counts
36533,printing,1
36534,schoolfriends,1
36535,work-mates,1
36536,1929,1
36537,possessive,1
36538,conceivably,3
36539,trivialities,1
36540,plundered,1
36541,Chronicle,1
36542,typewritten,2
36543,1978,4
36544,Mornington,1
36545,Stephenson,1
36546,W.C.1,1
36547,time-but,1
36548,Observer,1
36549,toffee-nosed,1
36550,pub-crawl,1
36551,war-jolly,1
36552,Admiralty,2
36553,Authentic,1
36554,forbore,2
36555,POSSIBILITIES,1
36556,stimulating,2
36557,superficially,1
36558,discreditable,1
36559,desertion,1
36560,love-life,2
36561,entanglements,1
36562,murder-then,1
36563,Financially,1
36564,Opportunity,1
36565,dog-walking,1
36566,Mentally,1
36567,writings,1
36568,Heyes-Farringdon,1
36569,Olivera,8
36570,Typewriter,1
36571,office-supply,1
36572,Bulk,1
36573,stationers,1
36574,seventy-odd,1
36575,greyly,1
36576,typeface,1
36577,vistas,2
36578,Greg-he,1
36579,CONVERSATION,1
36580,PIECE,1
36581,Hamley,1
36582,gradely,1
36583,t'corner,1
36584,erself,1
36585,wi,5
36586,Youngest,1
36587,boy-friends,1
36588,Headmaster,1
36589,marriage-at,1
36590,twelve-years-olds,1
36591,An',2
36592,Dog,2
36593,Proper,1
36594,Teacher,1
36595,Writer,2
36596,learnin',1
36597,developer,1
36598,'er,1
36599,grandson,4
36600,Under-achiever,1
36601,Stanley,1
36602,under-achiever,1
36603,pityingly,1
36604,Firms,1
36605,Rolls-Royce,2
36606,purring,1
36607,cogs,1
36608,ave,1
36609,morn,1
36610,ee,1
36611,Quarrel,1
36612,toss-up,1
36613,Registry,2
36614,char,1
36615,O',1
36616,Pendle,2
36617,t'dole,1
36618,then-I,1
36619,TB,1
36620,t'pub,1
36621,lathe,2
36622,toffee,1
36623,gloomy-like,1
36624,invalid,2
36625,yak-yakking,1
36626,sick-nurse,1
36627,hole-in-the-corner,1
36628,HAPPY,1
36629,FAMILIES,1
36630,conjectures,1
36631,unlikelihood,1
36632,contrasting,2
36633,juggler,1
36634,church-going,1
36635,dreariest,1
36636,simper,1
36637,fivepence,1
36638,high-powered,3
36639,Harrison,1
36640,Ainsworth,1
36641,Witches,2
36642,Mist,1
36643,contradicting,1
36644,Broadmoor,1
36645,pseudo-Southern,1
36646,emphasizes,1
36647,contradictory,1
36648,swimmy,1
36649,a-like,1
36650,convict,1
36651,enlightening,1
36652,confessionals,1
36653,Stockhausen,1
36654,eveN–,1
36655,genteelism,1
36656,get-together,1
36657,pottered,2
36658,newsreel,1
36659,forefront,3
36660,Seymour-Stracheys,1
36661,knife-edge,1
36662,accession,2
36663,itching,1
36664,Frieda,1
36665,firmer,1
36666,varieties,1
36667,pudding-faced,1
36668,Roosevelt,2
36669,Viola-Machin,1
36670,ditched,1
36671,HALF,1
36672,LIGHT,1
36673,definitively,1
36674,interpretations,1
36675,uppity,1
36676,Tory,1
36677,foolproof,1
36678,chuckling,1
36679,iconoclastic,1
36680,overreverent,1
36681,side-effect,1
36682,deductive,3
36683,scholarly,2
36684,docketed,2
36685,games-masters,1
36686,poached,1
36687,clear-minded,2
36688,bureaucratic,2
36689,substantial-looking,1
36690,Katherine,1
36691,Mansfield,1
36692,keenness,1
36693,leitmotif,1
36694,colonel,1
36695,narrated,1
36696,coyness,1
36697,outback,1
36698,pseudonyms,1
36699,Sylvia,2
36700,chapters,1
36701,undercover,3
36702,Heterosexuality,1
36703,tongue-in-cheek,1
36704,exposition,1
36705,authors,1
36706,slimmer,1
36707,mid-'forties,1
36708,incompatible,1
36709,joky,2
36710,wheezes,1
36711,satisfactorily,1
36712,forgotten-that,1
36713,admirers,1
36714,one-off,2
36715,playwrights,2
36716,omit,1
36717,Poet,1
36718,workmates,1
36719,flim-flamming,1
36720,meditations,1
36721,front-door,1
36722,illiterate,1
36723,programmed,2
36724,interacted,1
36725,Coffin,410
36726,Egan,49
36727,Roxie,68
36728,divorcee,1
36729,-Sergeant,1
36730,thickset,1
36731,excitements,1
36732,prise,1
36733,cozened,1
36734,Threaten,2
36735,Bow,3
36736,puzzlers,1
36737,Port,1
36738,Poly,5
36739,distinguishing,1
36740,deafer,1
36741,deafness,1
36742,cucumber,4
36743,Marmite,1
36744,Astaire,1
36745,stockrooms,1
36746,redundancies,1
36747,passer,1
36748,discouraging,1
36749,Pitts,34
36750,Brie,1
36751,Chris,6
36752,Nona,107
36753,'Breaking,1
36754,'You,1
36755,'Yes,3
36756,'Thanks.,1
36757,'Do,1
36758,'Is,1
36759,Mouth,1
36760,fable,2
36761,Brocklebank,53
36762,chocs,1
36763,Brock,3
36764,nests,2
36765,mourn,2
36766,Abinger,1
36767,indirect,3
36768,picnickers,1
36769,coachload,1
36770,school-children,1
36771,Gypsy,1
36772,unquestioning,1
36773,follower,3
36774,Observatory,3
36775,clipper,2
36776,figureheads,1
36777,intricacy,1
36778,tracery,1
36779,Burns,1
36780,Shanter,1
36781,chemise,1
36782,sacque,1
36783,sark,1
36784,fo'c'sle,1
36785,cocky,2
36786,Maryon,3
36787,Neighbours,1
36788,Masterton,1
36789,uncovering,2
36790,supports,1
36791,river-walk,1
36792,fancying,1
36793,coaxed,2
36794,Tucked,1
36795,yeasty,1
36796,Carts,1
36797,Imagination,1
36798,Pitkin,1
36799,forensics,8
36800,sleeping-bag,1
36801,troglodyte,1
36802,stub,1
36803,natty,2
36804,smoulder,1
36805,Victory,3
36806,Tunnel,1
36807,Waters,1
36808,Armada,1
36809,Usable,1
36810,timepiece,1
36811,Captor,1
36812,Captors,1
36813,Election,7
36814,clocks,5
36815,Eddy,1
36816,rowing,3
36817,Meridian,1
36818,Toad,1
36819,enterprising,1
36820,Privately,2
36821,absentees,1
36822,Weenie,23
36823,Co.,5
36824,screamer,1
36825,cordon,1
36826,tantrum,1
36827,acoustics,1
36828,Jump,2
36829,Watches,1
36830,mediocre,1
36831,hepatitis,1
36832,typhoid,1
36833,plagues,1
36834,onlooker,1
36835,unloved,1
36836,TAS,15
36837,jones,1
36838,chirp,1
36839,Terence,3
36840,Laetitia,9
36841,Glasgow,4
36842,Jumbo,8
36843,Jardine,8
36844,DPP,1
36845,untidiness,2
36846,underside,1
36847,father-in-law,2
36848,Guvnor,1
36849,accident-prone,1
36850,fair-minded,1
36851,Flemings,7
36852,nice-looking,1
36853,Sign,1
36854,Padovani,4
36855,Pizza,1
36856,Parlour,1
36857,Blackheath,2
36858,Londoners,1
36859,livened,1
36860,window-boxes,1
36861,SALE,2
36862,actively,1
36863,Aware,1
36864,lasagne,2
36865,Invite,1
36866,detective-sergeant,1
36867,breakfastless,1
36868,payers,1
36869,ambiguously,2
36870,Officially,1
36871,miseries,2
36872,Sudden,1
36873,glooms,1
36874,horribleness,1
36875,Buried,2
36876,Sevigne,1
36877,Brinvilliers,2
36878,Respect,1
36879,sightseeing,2
36880,submerged,1
36881,drinker,1
36882,caffeine,1
36883,optimistic,1
36884,conciliatory,1
36885,midweek,1
36886,Stumbling,1
36887,Ignore,2
36888,residues,1
36889,Disorder,1
36890,mortuary,2
36891,Bearden,1
36892,convulsive,3
36893,with.her,1
36894,oxidized,1
36895,inequality,1
36896,sexes,3
36897,long-life,1
36898,Half-brother,1
36899,half-sister,3
36900,Letty,10
36901,GI,1
36902,ante,1
36903,Malcolm,10
36904,Kincaid,11
36905,intractable,1
36906,notetaker,1
36907,panelled,1
36908,pastel,1
36909,meat-eater,1
36910,Unsurprised,1
36911,Fullove,1
36912,martin,3
36913,Hetty,1
36914,seminar,1
36915,Equity,1
36916,Polytechnic,3
36917,rendezvousing,1
36918,consequently,1
36919,Ham,1
36920,Admired,1
36921,Envious,1
36922,Successful,1
36923,Showing,1
36924,Entirely,1
36925,Saw,4
36926,sombrely,2
36927,painless,1
36928,Rhoda,26
36929,washing-machine,2
36930,food-mixer,2
36931,Opened,1
36932,brutalism,1
36933,allocated,1
36934,Offered,1
36935,Inquiry,1
36936,Unit,2
36937,economies,1
36938,unfeeling,1
36939,generous-minded,1
36940,Co,1
36941,Blackmail,1
36942,alertly,2
36943,mice,7
36944,habitation,1
36945,Infestation,1
36946,interlinked,1
36947,rootless,1
36948,metaphysics,1
36949,interacting,1
36950,fathom,1
36951,potassium,7
36952,cyanide,7
36953,Powder,1
36954,Curry,1
36955,Mistaken,1
36956,sisters-in-law,1
36957,assented,2
36958,Dishwasher,1
36959,homemaking,1
36960,null,1
36961,realist,1
36962,chambered,1
36963,seer,1
36964,Delphic,1
36965,underlings,1
36966,high-rise,2
36967,Decimus,16
36968,Wick,2
36969,cement-coloured,1
36970,snot,1
36971,dirtier,2
36972,gutters,1
36973,festival,2
36974,Hygiene,1
36975,foodmarket,1
36976,Neutral,1
36977,euphemistic,1
36978,alliterative,1
36979,reflective,2
36980,exempted,1
36981,Practice,1
36982,Scene,1
36983,scrounger,1
36984,PPS,1
36985,Bauhaus,1
36986,Prosecutor,1
36987,SOCO,1
36988,Half-sister,1
36989,wanderer,2
36990,columnist,1
36991,Roundhead,1
36992,postmortem,1
36993,Mask,1
36994,allergic,1
36995,remarry,1
36996,Hostile,1
36997,Nastily,1
36998,housewifely,1
36999,Mackintosh,1
37000,catering,2
37001,Smoking,1
37002,Surprise,1
37003,Poisons,2
37004,Gustave,1
37005,Schenk,1
37006,inquire,1
37007,laterally,1
37008,archives,2
37009,sweetpapers,3
37010,Answering,1
37011,Doubt,1
37012,moneybags,1
37013,Topper,12
37014,Geoffrey,2
37015,Sounded,1
37016,open-minded,1
37017,gleeful,1
37018,fuelling,1
37019,plod,1
37020,Hestia,1
37021,manipulates,1
37022,igloo,1
37023,live-in,1
37024,Change,1
37025,Lurching,1
37026,unlovely,1
37027,developers,1
37028,Drake,2
37029,Porsches,1
37030,Policemen,4
37031,criminous,1
37032,aspired,1
37033,Deller,5
37034,antiquity,1
37035,Britons,1
37036,circumvented,1
37037,stunt,1
37038,vanload,1
37039,manure,2
37040,spleen,2
37041,toleration,1
37042,pegged,1
37043,Coincidence,2
37044,chess,2
37045,Snakes,2
37046,Ladders,1
37047,monosyllable,1
37048,undusted,1
37049,Moodily,1
37050,bashed,2
37051,commandingly,1
37052,waste-bin,1
37053,bedsit,1
37054,frying-pans,1
37055,floorboards,4
37056,heisted,1
37057,nonstick,1
37058,recovers,1
37059,Kidney,1
37060,utterance,1
37061,orthodox,2
37062,Briskly,1
37063,speculative,1
37064,analytical,1
37065,info,1
37066,Salter,25
37067,Technically,1
37068,Chips,13
37069,floundering,1
37070,remit,1
37071,obstruction,2
37072,sieve,1
37073,two-dimensional,1
37074,medieval-style,1
37075,chessman,1
37076,figurine,1
37077,TOMBS,1
37078,TORTURERS,1
37079,VIRGIN,1
37080,Tombs,9
37081,Unasked,1
37082,Thackeray,2
37083,Torturers,4
37084,bell-ringing,1
37085,shootings,1
37086,Rosy,1
37087,Cheever,2
37088,Coster,2
37089,mustered,1
37090,roll-call,1
37091,feathering,1
37092,Deptford,4
37093,Costers,2
37094,dicey,2
37095,Rupert,2
37096,commercially,1
37097,indiscretions,1
37098,stoutly,1
37099,Attack,1
37100,sharp-eyed,1
37101,Promotion,1
37102,Romney,1
37103,motorcycle,1
37104,patrolling,1
37105,precincts,1
37106,accost,1
37107,armful,2
37108,unwelcoming,1
37109,Stoker,1
37110,Fights,1
37111,yo,1
37112,u,1
37113,Wallace,1
37114,Qualtrough,1
37115,about-to-be-murdered,1
37116,Abby,1
37117,Borden,1
37118,uns,4
37119,Sha,1
37120,Efficient,2
37121,cod,3
37122,ex-girlfriend,1
37123,home-maker,1
37124,uncooked,1
37125,mousse,1
37126,martinis,1
37127,enjoyable,1
37128,haddock,1
37129,Frozen,1
37130,Gratefully,1
37131,185,1
37132,Sid,1
37133,Vicious,1
37134,Callaghan,1
37135,Films,1
37136,Presley,2
37137,Sleuth,1
37138,preview,1
37139,Pinero,3
37140,housebreaking,1
37141,hiring,1
37142,EXECUTIONER,1
37143,AXE,1
37144,USED,1
37145,Executioner,1
37146,thirstily,1
37147,wacky,1
37148,tattoos,1
37149,Horridge,6
37150,pining,1
37151,one-half,1
37152,Supremo,1
37153,tutor,3
37154,Moore,4
37155,certifiable,1
37156,medics,1
37157,precautionary,1
37158,Amateur,1
37159,dramatics,2
37160,Involved,1
37161,Address,1
37162,Southend,1
37163,illuminate,1
37164,yowled,1
37165,Remove,1
37166,conveying,1
37167,worktable,1
37168,Dust,2
37169,bluebottle,2
37170,pear,1
37171,rejoin,1
37172,Hackney,1
37173,butchery,1
37174,Scotsman,1
37175,McIntyre,9
37176,Photographs,1
37177,incised,1
37178,Mebbe,2
37179,Celtic,1
37180,whims,1
37181,vastly,1
37182,contusions,1
37183,subcutaneous,1
37184,unenviable,1
37185,disciplines,2
37186,experts,2
37187,Ach,1
37188,thermometers,1
37189,rulers,1
37190,Packs,1
37191,tally,1
37192,mebbe,1
37193,bye-byes,1
37194,collating,1
37195,beastliness,1
37196,Chosen,1
37197,Probing,1
37198,Following,1
37199,over-eager,1
37200,Edinburgh,1
37201,flows,1
37202,indigestion,1
37203,mind-reader,1
37204,degree-giving,1
37205,Non-smoker,1
37206,non-drinker,1
37207,Raised,1
37208,Expected,1
37209,strive,1
37210,imaginative,1
37211,well-used,1
37212,uncongenial,1
37213,roughened,1
37214,Beat,1
37215,ebbing,1
37216,feedback,1
37217,Fraud,1
37218,aspirin,6
37219,dossier,1
37220,Photocopies,1
37221,Monthly,1
37222,Vices,1
37223,Virgins,1
37224,Rope,1
37225,punishments,1
37226,arbitration,1
37227,Texas,2
37228,Poisoning,1
37229,T.,2
37230,self-confessed,1
37231,raping,1
37232,Information,5
37233,Fury,1
37234,Magrath,2
37235,psychologist,1
37236,Beedini,1
37237,Hannah,20
37238,Dooley,20
37239,Mother-life,2
37240,Holla,3
37241,Awa-a-a-y,1
37242,320,2
37243,duck-jumps,1
37244,shai-hai,1
37245,duck-jumping,1
37246,Testify,14
37247,Spiritualist,39
37248,Praying,1
37249,Quigley,345
37250,Simo,7
37251,CUSTARD,1
37252,CHRISTIAN,2
37253,GET,1
37254,UPSET,1
37255,TRIFLES,1
37256,COME,1
37257,ON,2
37258,JOIN,1
37259,HIM,1
37260,custard,1
37261,Muslim,2
37262,sponge-cake,1
37263,Buddhist,2
37264,Quigleys,14
37265,07.15,1
37266,manifests,1
37267,mime,1
37268,Convert,1
37269,Heathen,1
37270,putney,3
37271,Pike,136
37272,tambourines,1
37273,REALLY,1
37274,GOING,1
37275,MEET,1
37276,LIVING,1
37277,GOD,2
37278,Rail,1
37279,mums,1
37280,divined,1
37281,past-tense,1
37282,Flugtermans,1
37283,'a,1
37284,Available,1
37285,portugal,1
37286,warp,1
37287,Angmering,3
37288,dodgy,1
37289,Gorbachev,2
37290,Globo,1
37291,System,1
37292,Blabbenoids,1
37293,Veronica,18
37294,trainers,2
37295,Walsh,27
37296,Shoes,1
37297,Testifying,5
37298,hei-hei,1
37299,sloth,1
37300,uselessness,1
37301,unstiff,1
37302,Danby,52
37303,bee-keeper,1
37304,uninspiring,1
37305,hijacking,1
37306,earthling,2
37307,extraterrestrial,6
37308,Emily,27
37309,He'th,1
37310,blethed,1
37311,Testified,3
37312,Confirmed,9
37313,Cor,2
37314,blimey,1
37315,barmitzvah,1
37316,Removes,1
37317,berk,1
37318,masonic,1
37319,trouser-leg,1
37320,chucked,1
37321,baptized,2
37322,dip-the-finger-in-the-water-and-let's-talk-about-the-Test-Match,1
37323,Nerd,1
37324,unpolluted,1
37325,Quiggers,15
37326,jesus,1
37327,unworthiness,1
37328,snarls,1
37329,motorcyclists,1
37330,runic,1
37331,Release,1
37332,loony,2
37333,Meriel,1
37334,Viney,1
37335,meringue,1
37336,Beeding,16
37337,Mornay,3
37338,funk,1
37339,praising,1
37340,Colins,1
37341,Kevin,7
37342,understaffed,1
37343,Royce,2
37344,swimming-pool,1
37345,smokers,1
37346,Roller,1
37347,dapped,1
37348,pendulum,1
37349,poe,1
37350,simpered,1
37351,Spiritualists,14
37352,Exports,1
37353,jetting,1
37354,winsomely,1
37355,optimistically,1
37356,curtained-off,1
37357,church-roof,1
37358,handpicked,1
37359,fruitcakes,1
37360,rambles,2
37361,baptism,2
37362,question-and-answer,1
37363,BEEDING,7
37364,CONGREGATION,7
37365,Introit,1
37366,penises,1
37367,Jarvis,2
37368,skateboarder,2
37369,testimonials,1
37370,virion,1
37371,JC,4
37372,palestine,1
37373,Toombs,5
37374,Dracula,1
37375,1924,1
37376,Fox,11
37377,Wolfgang,2
37378,Amadeus,1
37379,composer,1
37380,Eine,1
37381,Kleine,1
37382,Nachtmusik,1
37383,Concerto,1
37384,oboe,2
37385,1926,1
37386,consensus,1
37387,130-odd,1
37388,musically,1
37389,dull-sounding,1
37390,34,1
37391,BC,1
37392,Wesley,9
37393,tunes,1
37394,staunch,1
37395,concerto,1
37396,Requiem,1
37397,gnomic,1
37398,Esau,1
37399,Mummerset,1
37400,Bend,1
37401,threshing,1
37402,reallocation,1
37403,1982,1
37404,decencies,2
37405,overexciting,1
37406,commandment,1
37407,align,1
37408,pilgrimage,1
37409,Healing,2
37410,Healed,2
37411,dished,3
37412,Mayberry,1
37413,Clara,14
37414,hypochondriacs,1
37415,Lewens,3
37416,wart,6
37417,peritonitis,2
37418,whingeing,1
37419,pain',1
37420,Non-specific,1
37421,singeing,1
37422,Sheldon,5
37423,Parry,2
37424,born-again,3
37425,mitt,1
37426,genital,1
37427,herpes,1
37428,Rise,2
37429,McEnroe,1
37430,Singles,1
37431,hustled,1
37432,waffle,1
37433,paper-stripper,7
37434,octaves,1
37435,substandard,1
37436,flowerpots,1
37437,geranium,1
37438,Innes,1
37439,Compost,1
37440,do-it-yourself,2
37441,demolish,1
37442,primer,1
37443,'Great,1
37444,'What,2
37445,'News,1
37446,wallpaper-stripper,1
37447,cue-sheets,1
37448,weasel-like,1
37449,Pugh,1
37450,kilo,1
37451,waggle,1
37452,Q.,1
37453,pugh,4
37454,Ohhh,1
37455,Daniels,1
37456,Ohhhh,2
37457,Smein,1
37458,perturbed,1
37459,Simone,1
37460,Monsei,1
37461,renegade,1
37462,SIMON,2
37463,paper-strippers,1
37464,Simonie,1
37465,Nemois,1
37466,Melchett,1
37467,Melville,1
37468,d'Argy,1
37469,nubile,1
37470,Gordon,11
37471,Bachelor,1
37472,belting,1
37473,cadenza,1
37474,Kiri,1
37475,Te,1
37476,Kanawa,1
37477,Te-e-e-sti-fyyy,1
37478,hunting-horn,1
37479,Te-e-e-stify,1
37480,tes-ti-i-i-fyy,1
37481,to-o-o,1
37482,the-e-e,1
37483,Lor-or-ord,1
37484,Bunn,3
37485,seventy-nine-year-old,1
37486,guitarist,1
37487,bunsen,1
37488,burner,1
37489,hits,1
37490,trou-ou-ou-oubles,1
37491,light-shades,1
37492,flexes,1
37493,cog,4
37494,piston,3
37495,rapping,2
37496,innermost,1
37497,SW19,2
37498,Britton,6
37499,Basically,2
37500,let's-all-be-friends-there's-no-problem,1
37501,hass,1
37502,Cranborne,2
37503,GCSE,2
37504,Amen,8
37505,Alleluia,7
37506,Stranraer,8
37507,mediumship,1
37508,sermons,1
37509,Sin,3
37510,Renee,1
37511,misplaced,1
37512,Cart,1
37513,nuthouse,1
37514,ninety-odd,1
37515,it',1
37516,clued,2
37517,cynics,1
37518,foxed,1
37519,dogma,1
37520,Aliens,15
37521,'Conclusive,1
37522,'He,1
37523,Mabel,1
37524,weatherworn,1
37525,consummate,1
37526,mealy-mouthed,1
37527,Pikey,13
37528,goblin,2
37529,prithee,1
37530,interplanetary,1
37531,Interplanetary,1
37532,unmasking,1
37533,let's-hear-it-for-Galilee-purify-your-heart,1
37534,mockers,1
37535,sneerers,1
37536,cigar-shaped,1
37537,compère,1
37538,Hallowe'en,1
37539,Spoken,1
37540,Yelling,1
37541,Prithee,1
37542,mowed,1
37543,impromptu,1
37544,Jerusalem,1
37545,foretold,1
37546,testified,1
37547,Unidentified,1
37548,Objects,1
37549,schism,1
37550,Karaoke,1
37551,cross-over,1
37552,ufology,4
37553,pod-like,1
37554,premonitions,2
37555,keg,1
37556,clairvoyants,1
37557,diviners,1
37558,poltergeists,1
37559,parry,2
37560,psychical,2
37561,Research,3
37562,schisms,1
37563,condiments,1
37564,piccadilly,1
37565,1908,1
37566,table-rapping,1
37567,prophecies,1
37568,THOUSAND,1
37569,YEARS,1
37570,GO,1
37571,millennium,2
37572,heck,1
37573,1998,1
37574,'Jesus,1
37575,cometh,1
37576,Batman,1
37577,imaginations,1
37578,Hosanna,1
37579,creepiness,1
37580,Spacemen,4
37581,far-away,3
37582,extraterrestrials,2
37583,mealtimes,1
37584,larder,2
37585,Gorgonzola,1
37586,Cheese,1
37587,scoot,1
37588,Branston,1
37589,harmonious,1
37590,hell-fire,1
37591,fish-paste,2
37592,checkout,1
