,Term,BNC_Sampler_Counts
1738,every,746
1739,nun,9
1740,tied,43
1741,hands,296
1742,room,664
1743,pushing,34
1744,beaten,34
1745,severely,15
1746,Then,540
1747,attacked,45
1748,handcuffed,8
1749,backs,20
1750,Outside,23
1751,door,582
1752,kneel,2
1753,ground,248
1754,Again,90
1755,pulled,106
1756,pushed,88
1757,blackboards,1
1758,around,740
1759,necks,4
1760,letters,135
1761,photographs,29
1762,interrogated,2
1763,you,26981
1764,aim,96
1765,demonstration,36
1766,First,174
1767,Tibetans,4
1768,land,380
1769,belongs,17
1770,ownership,29
1771,Who,438
1772,answered,76
1773,No one,38
1774,me,4113
1775,came,1010
1776,You,3534
1777,must,1473
1778,tell,944
1779,Tell,72
1780,!,11351
1781,moment,405
1782,consciousness,9
1783,lying,72
1784,dead,263
1785,body,301
1786,11,91
1787,up to,382
1788,dogs,78
1789,my,3884
1790,belts,11
1791,ropes,11
1792,continuously,12
1793,minute,314
1794,Blood,11
1795,white,479
1796,mucus,1
1797,mouth,137
1798,speak,204
1799,although,370
1800,conscious,42
1801,grabbed,16
1802,stamped,11
1803,toe,22
1804,touched,44
1805,burning,50
1806,cigarettes,25
1807,hours,313
1808,metal,58
1809,buckle,5
1810,chair,112
1811,tired,115
1812,bit,545
1813,feet,149
1814,clothes,134
1815,ripped,12
1816,solitary,7
1817,confinement,4
1818,food,313
1819,stones,51
1820,yak,5
1821,dung,3
1822,urine,5
1823,container,11
1824,water,781
1825,broken,104
1826,cup,142
1827,Whenever,8
1828,spat,8
1829,bed,388
1830,mattress,8
1831,Every,89
1832,recover,20
1833,wounds,11
1834,inflicted,8
1835,months,417
1836,kunchok,1
1837,sum,59
1838,[,262
1839,Buddha,1
1840,teachings,3
1841,monastic,13
1842,],262
1843,recovered,28
1844,nuns,24
1845,released,61
1846,So,2586
1847,eight,701
1848,trial,66
1849,March,260
1850,2,343
1851,1989,80
1852,Africa,127
1853,rebel,30
1854,policeman,74
1855,sets,118
1856,Cape,14
1857,Town,121
1858,THE,338
1859,Coloured,7
1860,Gregory,18
1861,Rockman,6
1862,warders,2
1863,renewed,15
1864,authority,140
1865,ready,259
1866,onslaught,4
1867,authorities,115
1868,launch,56
1869,home,872
1870,Police,58
1871,Prisons,1
1872,Civil,28
1873,Rights,14
1874,lieutenant,9
1875,segregated,3
1876,suburb,5
1877,Mitchell,11
1878,formation,13
1879,disciplinary,3
1880,hearing,53
1881,career,53
1882,counts,30
1883,breaking,42
1884,regulations,28
1885,talking,492
1886,reporters,20
1887,brutality,7
1888,face,480
1889,penalties,16
1890,ranging,26
1891,verbal,15
1892,reprimand,1
1893,demotion,1
1894,dismissal,8
1895,written,207
1896,gag,1
1897,served,75
1898,27,40
1899,refused,73
1900,halt,24
1901,publication,33
1902,book,506
1903,December,135
1904,discrimination,7
1905,officers,198
1906,folk,53
1907,hero,12
1908,mixed-race,1
1909,suburbs,6
1910,flouted,2
1911,discipline,34
1912,September,149
1913,6,140
1914,alleged,24
1915,riot,13
1916,squad,56
1917,behaved,8
1918,wild,47
1919,peaceful,20
1920,placard,3
1921,schoolchildren,6
1922,beating,29
1923,whips,3
1924,clubs,64
1925,swapped,10
1926,stories,112
1927,during,578
1928,inaugural,4
1929,Warrant Officer,1
1930,Peter,334
1931,Loggenberg,1
1932,warder,2
1933,motivated,15
1934,join,170
1935,objected,9
1936,imprisonment,10
1937,juveniles,8
1938,alongside,30
1939,adult,47
1940,prisoners,63
1941,cells,26
1942,come,2044
1943,together,500
1944,trucks,14
1945,court,153
1946,exercise,103
1947,yard,58
1948,often,468
1949,subject to,49
1950,physical,92
1951,sexual,21
1952,abuse,39
1953,staff,453
1954,victimised,2
1955,helping,71
1956,Communists,25
1957,plot,31
1958,survival,36
1959,tactics,16
1960,Michael,269
1961,Simmons,19
1962,Hungary,68
1963,refusing,16
1964,lie,95
1965,die,138
1966,Having,69
1967,sway,5
1968,seeking,107
1969,ways,205
1970,friends,228
1971,influencing,5
1972,Polish,25
1973,approved,66
1974,committing,7
1975,altering,8
1976,participating,5
1977,multi-party,5
1978,plain,93
1979,sailing,35
1980,orthodox,8
1981,throats,8
1982,local,501
1983,level,413
1984,until,579
1985,congress,33
1986,January,165
1987,determine,65
1988,policies,134
1989,once and for all,6
1990,approve,14
1991,disssatisfied,1
1992,Mieczyslaw,1
1993,Rakowski,2
1994,August,95
1995,rather than,257
1996,solution,110
1997,Aleksandar,1
1998,Kwiasnewski,1
1999,younger,107
2000,phase,51
2001,replace,41
2002,subject,248
2003,debate,101
2004,At least,40
2005,alternatives,29
2006,submitted,21
2007,front-runner,1
2008,drop,141
2009,insistence,17
2010,dictatorship,9
2011,proletariat,7
2012,Whatever,50
2013,difficult,414
2014,confirmed,55
2015,no longer,104
2016,financial,216
2017,subsidies,14
2018,urgently,13
2019,newspaper,95
2020,Trybuna,1
2021,Ludu,1
2022,1.7billion,1
2023,zloties,1
2024,"£382,500",1
2025,five,1526
2026,times,460
2027,Karoly,1
2028,Grosz,3
2029,general,417
2030,secretary,94
2031,defunct,1
2032,Hungarian,40
2033,Workers,14
2034,HSWP,4
2035,reorganise,3
2036,Hungarians,9
2037,discredited,9
2038,hardliner,4
2039,propagate,2
2040,ideas,156
2041,seems,345
2042,cashing,2
2043,goodwill,25
2044,regret,19
2045,renamed,7
2046,itself,311
2047,HSP,2
2048,objective,37
2049,see,3024
2050,normal,256
2051,Star,103
2052,seeks,25
2053,tender,31
2054,mercy,37
2055,Budapest,19
2056,HUNGARY,1
2057,Parliament,87
2058,asking,156
2059,tenders,2
2060,remove,62
2061,giant,66
2062,dome,9
2063,returns,62
2064,democracy,70
2065,MTI,2
2066,1.6,5
2067,tonne,2
2068,steel,47
2069,replaced,61
2070,weather,117
2071,vane,1
2072,Two,339
2073,ordered,69
2074,removal,35
2075,red,309
2076,stars,43
2077,public,423
2078,buildings,143
2079,Since,102
2080,disbanded,4
2081,Stalinist,10
2082,elements,68
2083,removed,86
2084,church,249
2085,restorers,3
2086,shown,277
2087,interest,384
2088,contract,105
2089,De,78
2090,Klerk,21
2091,begins,37
2092,round,973
2093,discussions,37
2094,Beresford,6
2095,Johannesburg,9
2096,African,66
2097,F.W.,4
2098,de,377
2099,talks,129
2100,across,431
2101,wide,162
2102,spectrum,27
2103,opinion,111
2104,appears,131
2105,effort,136
2106,towards,385
2107,reform,70
2108,meet,244
2109,neo-Nazi,1
2110,Eugene,2
2111,Terrebanche,1
2112,Foreign,82
2113,Pik,1
2114,Botha,5
2115,Umtata,1
2116,rebellious,5
2117,Transkei,3
2118,homeland,11
2119,Maj-General,1
2120,Bantu,2
2121,Holomisa,3
2122,Terreblanche,1
2123,ET,3
2124,popularly,7
2125,known,370
2126,gesture,15
2127,meaningful,7
2128,initiative,30
2129,Afrikaner,2
2130,Weerstandsbeweging,1
2131,Resistance,2
2132,Movement,20
2133,largely,85
2134,far-right,3
2135,circles,31
2136,scandal,11
2137,glamorous,3
2138,English-language,4
2139,columnist,1
2140,prominent,26
2141,anti-apartheid,11
2142,activists,18
2143,dealt,70
2144,game,205
2145,moving,157
2146,loose,57
2147,alliance,37
2148,outlawed,3
2149,announcing,6
2150,referendum,12
2151,reincorporation,1
2152,issues,202
2153,tomorrow,341
2154,..,25
2155,Talks,4
2156,Council,334
2157,Churches,16
2158,Rev,14
2159,Frank,51
2160,Chikane,2
2161,Stoffel,1
2162,van,35
2163,der,5
2164,Merwe,1
2165,foreign,162
2166,Wessels,1
2167,maltreatment,1
2168,blacks,14
2169,Ciskei,1
2170,Meanwhile,45
2171,facing,82
2172,announcement,43
2173,commanders,8
2174,prepared,173
2175,begin,73
2176,denunciation,4
2177,racism,3
2178,defy,5
2179,China,96
2180,Gittings,1
2181,OUT OF,2
2182,throng,4
2183,pilgrims,2
2184,sacred,28
2185,a few,474
2186,emerged,47
2187,women,446
2188,maroon,8
2189,gowns,6
2190,bare,24
2191,pedlars,2
2192,shawls,4
2193,prayer,31
2194,wheels,38
2195,bottles,50
2196,hair-oil,1
2197,knowing,68
2198,cried,61
2199,Independence,4
2200,walk,222
2201,determined,88
2202,clockwise,5
2203,circuit,13
2204,temple,29
2205,indictment,4
2206,duty,132
2207,Public,28
2208,Security,22
2209,Bureau,15
2210,seized,42
2211,spot,77
2212,swiftness,1
2213,thunderbolt,4
2214,splittist,1
2215,activity,126
2216,condemned,29
2217,extremely,88
2218,arrogant,8
2219,visibly,4
2220,tin-hatted,1
2221,martial-law,1
2222,standing,148
2223,guard,57
2224,hundred,715
2225,metres,74
2226,act,132
2227,calculated,40
2228,defiance,11
2229,In view of,11
2230,treatment,124
2231,handed,50
2232,previous,143
2233,displays,31
2234,remarkable,34
2235,courage,29
2236,isolated,26
2237,heroic,5
2238,clandestine,8
2239,leaflets,19
2240,resistance,49
2241,Nuns,3
2242,lay-women,1
2243,1959,13
2244,India,114
2245,1969,27
2246,Cultural,6
2247,story,210
2248,pieced,1
2249,documents,73
2250,travellers,6
2251,Hong,90
2252,Kong,91
2253,list,355
2254,ages,80
2255,32,26
2256,average,148
2257,23,64
2258,Four,130
2259,intensively,1
2260,tortured,3
2261,breasts,13
2262,chains,18
2263,cell,21
2264,electricity,45
2265,floor,288
2266,covering,49
2267,received,201
2268,meals,32
2269,consisting,21
2270,momo,1
2271,steamed,2
2272,bun,9
2273,wormy,1
2274,vegetables,33
2275,alleges,1
2276,forced,97
2277,bucket,17
2278,excrement,1
2279,claim,143
2280,male,72
2281,raped,4
2282,prod,5
2283,inserted,14
2284,her,3769
2285,vagina,2
2286,disappeared,46
2287,release,95
2288,feared,22
2289,she,5635
2290,committed,68
2291,accounts,153
2292,array,7
2293,special,325
2294,female,55
2295,tortures,2
2296,lighted,10
2297,prods,2
2298,stripping,4
2299,naked,20
2300,lay-woman,1
2301,secondary,39
2302,teacher,118
2303,sentenced,13
2304,writing,211
2305,manifesto,7
2306,She,1618
2307,send,220
2308,extracted,10
2309,guarantee,63
2310,conduct,28
2311,uncle,48
2312,aunt,21
2313,required,255
2314,pay,510
2315,medical,87
2316,successful,125
2317,woman,307
2318,culminated,9
2319,5,180
2320,imposition,7
2321,martial,19
2322,law,251
2323,1987,102
2324,seven,637
2325,complete,200
2326,circuits,8
2327,army,196
2328,checkposts,1
2329,everywhere,60
2330,plainclothes,1
2331,presence,78
2332,moments,34
2333,Nine,66
2334,leapt,13
2335,opera,78
2336,Yoghurt,2
2337,festival,25
2338,Norbulinka,1
2339,Park,120
2340,quickly,226
2341,witness,56
2342,shoulder,43
2343,Shung,2
2344,Sep,2
2345,supplied,30
2346,later,611
2347,breast,17
2348,wound,24
2349,Others,27
2350,Ani,1
2351,Tsangkhang,1
2352,militant,10
2353,reputation,49
2354,abbess,1
2355,appointee,1
2356,climb,31
2357,windows,130
2358,recruitment,53
2359,monks,8
2360,as well as,234
2361,suppression,10
2362,1981,80
2363,initiated,12
2364,Hu,3
2365,Yaobang,1
2366,sparked,9
2367,student,75
2368,movement,134
2369,Beijing,39
2370,resign,20
2371,charges,75
2372,included,156
2373,soft,135
2374,countryside,84
2375,teens,6
2376,even when,30
2377,reflect,39
2378,tough,38
2379,tradition,68
2380,rural,264
2381,shouldering,2
2382,burden,57
2383,speaking,98
2384,mind,560
2385,Their,143
2386,strands,14
2387,secular,7
2388,commitment,63
2389,closely,73
2390,woven,19
2391,Women,84
2392,active,66
2393,believing,21
2394,planning,194
2395,kidnap,6
2396,Members,23
2397,Patriotic,2
2398,Association,79
2399,originally,84
2400,wife,289
2401,pro-Beijing,1
2402,front,351
2403,gathered,55
2404,participant,4
2405,Rinchen,1
2406,Dolma,1
2407,Taring,1
2408,wrote,142
2409,Daughter,2
2410,anti-Chinese,1
2411,posters,16
2412,joined,114
2413,lined,20
2414,shouting,57
2415,From,179
2416,today,704
2417,quit,13
2418,Our,196
2419,fierce,22
2420,frightening,23
2421,machineguns,1
2422,watching,137
2423,roofs,7
2424,streets,55
2425,except,94
2426,destruction,27
2427,monasteries,4
2428,desperate,43
2429,rising,59
2430,unknown,35
2431,famous,107
2432,available,411
2433,Buddhist,2
2434,offices,69
2435,western,60
2436,Defeated,1
2437,rebels,49
2438,mountains,27
2439,overlooking,10
2440,valley,10
2441,Blockaded,2
2442,captured,26
2443,executed,32
2444,died,210
2445,rebellion,18
2446,tales,20
2447,inhuman,4
2448,standard,169
2449,practice,191
2450,Amnesty,32
2451,International,98
2452,published,107
2453,February,169
2454,documented,13
2455,torture,7
2456,More,105
2457,first-hand,5
2458,Network,25
2459,translated,18
2460,lack,98
2461,funds,82
2462,mass,72
2463,arrests,8
2464,unaware,7
2465,excesses,8
2466,Official,12
2467,doctrine,25
2468,proclaimed,10
2469,Chairman,116
2470,Mao,1
2471,Zedong,1
2472,insists,9
2473,entitled,78
2474,dictatorial,3
2475,disposal,36
2476,suppress,11
2477,enemies,21
2478,means,433
2479,suppressing,3
2480,brave,24
2481,crime,45
2482,leaflet,31
2483,shout,58
2484,mid-October,1
2485,counter-revolutionary,2
2486,celebrating,11
2487,Nobel,9
2488,Peace,38
2489,Prize,11
2490,demanding,31
2491,Policemen,2
2492,struggled,21
2493,briefly,44
2494,Asset,2
2495,hostages,36
2496,Simon,96
2497,Tisdall,16
2498,PRESIDENT,14
2499,suggested,150
2500,decision,220
2501,millions,33
2502,dollars,23
2503,frozen,33
2504,assets,135
2505,Iran,13
2506,help,679
2507,secure,68
2508,eventual,19
2509,White,121
2510,House,233
2511,carry,201
2512,fate,39
2513,hope,388
2514,influence,93
2515,$567million,1
2516,1979-1980,1
2517,Tehran,4
2518,siege,33
2519,catalyst,5
2520,freeing,5
2521,Americans,55
2522,owe,30
2523,vice versa,11
2524,'d,2216
2525,underbrush,2
2526,cleaned,34
2527,positive,94
2528,statements,73
2529,remarks,20
2530,Hague,4
2531,adviser,16
2532,Abraham,13
2533,Sofaer,1
2534,Iranian,7
2535,agreed,202
2536,$243million,1
2537,cover,175
2538,unresolved,4
2539,claims,80
2540,Iranians,4
2541,North,174
2542,American,210
2543,banks,60
2544,Billions,1
2545,Carter,29
2546,edict,1
2547,tribunal,2
2548,resolving,11
2549,$12billion,1
2550,equipment,190
2551,spare,56
2552,parts,184
2553,regime,55
2554,paid,342
2555,delivered,31
2556,denied,40
2557,linked,53
2558,clearly,167
2559,indicated,54
2560,unfreezing,2
2561,certainly,342
2562,harm,38
2563,Administration,32
2564,cautious,12
2565,consistently,15
2566,controls,48
2567,Hashemi,6
2568,Rafsanjani,3
2569,offered,105
2570,Islamic,18
2571,extremists,5
2572,along with,62
2573,foreigners,14
2574,sought,71
2575,and/or,21
2576,locating,2
2577,kidnapped,5
2578,analysts,18
2579,speculated,4
2580,unscripted,1
2581,reputedly,1
2582,moderate,25
2583,signalled,5
2584,mood,62
2585,Tunisian,2
2586,shuts,3
2587,Hiett,1
2588,Tunis,4
2589,Ben,95
2590,Ali,18
2591,Tunisia,1
2592,legalising,1
2593,Fundamentalists,1
2594,shock,48
2595,announce,17
2596,moves,66
2597,liberalisation,5
2598,speech,70
2599,marking,23
2600,coming,648
2601,softening,8
2602,fundamentalists,5
2603,visiting,30
2604,journalists,21
2605,open,550
2606,Even,134
2607,independents,7
2608,candidates,265
2609,Only,146
2610,managed,103
2611,break,159
2612,barrier,19
2613,Embarrassingly,1
2614,likes,104
2615,trumpet,14
2616,virtues,4
2617,RCD,2
2618,waging,2
2619,resignation,19
2620,Education,50
2621,reforming,8
2622,teaching,69
2623,Islam,7
2624,schools,132
2625,comfort,46
2626,either,522
2627,suggestions,50
2628,funding,52
2629,Chamber,15
2630,complaining,20
2631,electoral,55
2632,offer,242
2633,absence,73
2634,substantive,5
2635,concessions,14
2636,gloss,4
2637,catwalk,1
2638,style,184
2639,fashion,63
2640,Paul,185
2641,Webster,11
2642,Paris,81
2643,WITH,19
2644,swing,16
2645,step,134
2646,pop,50
2647,music,276
2648,match,181
2649,paraded,2
2650,uniform,45
2651,fashion-show,1
2652,hinted,9
2653,love,445
2654,seduction,4
2655,aggression,5
2656,Pierre,5
2657,Balmain,3
2658,pre-podium,1
2659,skirmish,3
2660,designers,13
2661,Lacroix,1
2662,Lapidus,1
2663,Cacherel,1
2664,Nearly,24
2665,"200,000",8
2666,khaki,3
2667,uniforms,4
2668,traded,23
2669,1991,195
2670,colour,435
2671,terre,1
2672,wordplay,1
2673,protecting,20
2674,soil,69
2675,exact,44
2676,shade,42
2677,kept,236
2678,equivalent,83
2679,Army,42
2680,Navy,21
2681,Club,55
2682,camouflage,5
2683,manuals,5
2684,describe,52
2685,tint,2
2686,Perhaps,156
2687,pearly-grey,1
2688,hint,14
2689,bronze,13
2690,nicest,6
2691,relaxed,28
2692,surprise,82
2693,windcheater,2
2694,kepi,2
2695,Chicago-style,1
2696,cap,25
2697,Much,43
2698,inspiration,20
2699,beret,8
2700,greeted,27
2701,applause,11
2702,along,393
2703,Indians,19
2704,notice,153
2705,bring,357
2706,scheme,155
2707,displayed,40
2708,air-hostess,1
2709,ensemble,7
2710,jupe-culotte,1
2711,three-cornered,1
2712,hat,86
2713,bag,190
2714,series,141
2715,revealed,45
2716,Soldiers,3
2717,abandon,14
2718,jackets,14
2719,summer,232
2720,wear,111
2721,almond-green,2
