,Synsets,domain,vote,nrhypos,nrdirhypers,nrpartrels,depthfromtopsynset,glosslength,minwordlength,nroflemmas,polyscore_max,nrpartrels_normalised,depthfromtopsynset_normalised,glosslength_normalised,ngrams_last_mean,CHILDES_Sum_Rel,BNC_Sum
322,Synset('double-reed_instrument.n.01'),music,nb,12,1,1,11,64,11,2,2,3.9047619047619047,1.0913490623109496,0.810001543448063,-18.79472405,1.7555588013887174e-17,1e-10
323,Synset('drone.n.05'),music,nb,0,1,1,10,71,5,3,7,3.9047619047619047,0.9921355111917723,0.8985954622626948,-14.79894201,1.7555588013887174e-17,138.0
324,Synset('drum.n.01'),music,b,8,1,1,9,112,4,3,9,3.9047619047619047,0.8929219600725952,1.41750270103411,-12.90803908,3.3882284866802244e-05,848.0
325,Synset('dulciana.n.01'),music,nb,0,1,0,11,57,8,1,1,0.0,1.0913490623109496,0.7214076246334311,-20.55731062,1.7555588013887174e-17,1e-10
326,Synset('dulcimer.n.01'),music,b,0,1,0,9,113,8,1,2,0.0,0.8929219600725952,1.4301589751504862,-15.96924235,1.7555588013887174e-17,17.0
327,Synset('electric_guitar.n.01'),music,nb,0,1,0,10,53,15,1,1,0.0,0.9921355111917723,0.6707825281679272,-15.35732271,1.7555588013887174e-17,1e-10
328,Synset('electronic_instrument.n.01'),music,nb,3,1,0,8,57,21,2,1,0.0,0.793708408953418,0.7214076246334311,-18.49117414,1.7555588013887174e-17,1e-10
329,Synset('euphonium.n.01'),music,nb,0,1,0,10,72,9,1,1,0.0,0.9921355111917723,0.9112517363790708,-18.11307502,1.7555588013887174e-17,11.0
330,Synset('fife.n.01'),music,nb,0,1,0,11,124,4,1,1,0.0,1.0913490623109496,1.569377990430622,-14.41845731,1.7555588013887174e-17,11.0
331,Synset('flageolet.n.02'),music,nb,1,1,0,11,63,9,3,2,0.0,1.0913490623109496,0.7973452693316869,-17.18608892,1.7555588013887174e-17,11.0
332,Synset('flue_pipe.n.01'),music,nb,0,1,0,10,90,4,3,3,0.0,0.9921355111917723,1.1390646704738383,-14.74045914,1.7555588013887174e-17,158.0
333,Synset('flue_stop.n.01'),music,nb,0,1,0,11,42,9,1,1,0.0,1.0913490623109496,0.5315635128877914,-23.04783735,1.7555588013887174e-17,1e-10
334,Synset('flugelhorn.n.01'),music,b,0,1,0,10,60,10,2,1,0.0,0.9921355111917723,0.759376446982559,-19.06783203,1.7555588013887174e-17,4.0
335,Synset('flute.n.01'),music,b,3,1,0,10,165,5,2,4,0.0,0.9921355111917723,2.0882852292020373,-13.46889965,9.831129287776815e-06,298.0
336,Synset('free-reed_instrument.n.01'),music,nb,6,1,1,9,34,20,1,1,3.9047619047619047,0.8929219600725952,0.4303133199567834,-22.03274794,1.7555588013887174e-17,1e-10
337,Synset('french_horn.n.01'),music,b,0,1,0,10,114,4,2,12,0.0,0.9921355111917723,1.4428152492668622,-12.32889419,2.2822264418053323e-05,720.0
338,Synset('glockenspiel.n.01'),music,b,0,1,0,9,116,12,2,1,0.0,0.8929219600725952,1.468127797499614,-18.03397839,1.7555588013887174e-07,7.0
339,Synset('gong.n.01'),music,b,0,1,0,9,94,4,2,3,0.0,0.8929219600725952,1.1896897669393425,-14.32166447,8.777794006943587e-07,80.0
340,Synset('grand_piano.n.01'),music,nb,2,1,1,10,91,5,2,10,3.9047619047619047,0.9921355111917723,1.1517209445902146,-11.02018349,3.686673482916306e-06,2533.0
341,Synset('guarnerius.n.03'),music,nb,0,1,0,11,48,10,1,3,0.0,1.0913490623109496,0.6075011575860472,-17.37564012,1.7555588013887174e-17,1e-10
342,Synset('guitar.n.01'),music,b,6,1,1,9,81,6,1,1,3.9047619047619047,0.8929219600725952,1.0251582034264546,-12.05229566,1.0884464568610048e-05,2623.0
343,Synset('harmonica.n.01'),music,b,0,1,0,10,133,4,4,5,0.0,0.9921355111917723,1.6832844574780057,-13.99401767,1.7555588013887174e-07,206.0
344,Synset('harmonium.n.01'),music,b,0,1,0,10,74,5,3,6,0.0,0.9921355111917723,0.9365642846118228,-12.06153174,1.7555588013887174e-17,1280.0
345,Synset('harp.n.01'),music,b,3,1,0,10,189,4,1,5,0.0,0.9921355111917723,2.392035807995061,-12.73653956,1.7555588013887174e-07,163.0
346,Synset('hawaiian_guitar.n.01'),music,nb,0,1,0,10,106,12,2,1,0.0,0.9921355111917723,1.3415650563358543,-17.49004452,1.7555588013887174e-17,1e-10
347,Synset('heckelphone.n.01'),music,nb,0,1,0,13,49,11,2,1,0.0,1.2897761645493042,0.6201574317024232,-21.44151305,1.7555588013887174e-17,1e-10
348,Synset('helicon.n.01'),music,nb,0,1,0,10,51,7,2,2,0.0,0.9921355111917723,0.6454699799351752,-18.00752583,1.7555588013887174e-17,1e-10
349,Synset('jew's_harp.n.01'),music,b,0,1,0,8,153,9,3,1,0.0,0.793708408953418,1.9364099398055248,-19.98555526,1.7555588013887174e-17,1e-10
350,Synset('keyboard_instrument.n.01'),music,nb,16,1,0,8,58,19,1,1,0.0,0.793708408953418,0.734063898749807,-17.5547759,1.7555588013887174e-17,1e-10
351,Synset('koto.n.01'),music,b,0,1,0,9,155,4,1,1,0.0,0.8929219600725952,1.961722488038277,-15.50161886,1.7555588013887174e-17,1.0
352,Synset('lagerphone.n.01'),music,b,0,1,0,9,178,10,1,1,0.0,0.8929219600725952,2.252816792714925,-23.69280483,1.7555588013887174e-17,1e-10
353,Synset('lute.n.02'),music,b,0,1,1,10,120,4,1,2,3.9047619047619047,0.9921355111917723,1.518752893965118,-13.55757087,1.7555588013887174e-17,98.0
354,Synset('lyre.n.01'),music,nb,1,1,0,11,47,4,1,1,0.0,1.0913490623109496,0.5948448834696712,-13.6088307,1.7555588013887174e-17,34.0
355,Synset('mandola.n.01'),music,nb,0,1,0,11,25,7,1,1,0.0,1.0913490623109496,0.3164068529093995,-18.82527039,1.7555588013887174e-17,1.0
356,Synset('mandolin.n.01'),music,b,1,1,1,10,73,8,1,1,3.9047619047619047,0.9921355111917723,0.9239080104954468,-15.00857295,1.7555588013887174e-17,36.0
357,Synset('maraca.n.01'),music,b,0,1,0,9,103,6,1,1,0.0,0.8929219600725952,1.3035962339867262,-18.22053412,1.0533352808332303e-06,1e-10
358,Synset('marimba.n.01'),music,b,0,1,0,9,122,7,2,1,0.0,0.8929219600725952,1.54406544219787,-16.16366696,5.968899924721639e-06,29.0
359,Synset('mechanical_piano.n.01'),music,nb,0,1,0,10,87,7,3,1,0.0,0.9921355111917723,1.1010958481247106,-17.75347216,1.7555588013887174e-17,1.0
360,Synset('musette_pipe.n.01'),music,nb,0,1,0,13,19,12,1,1,0.0,1.2897761645493042,0.2404692082111436,-23.02585093,1.7555588013887174e-17,1e-10
361,Synset('musette.n.01'),music,nb,0,1,0,11,42,7,2,2,0.0,1.0913490623109496,0.5315635128877914,-17.47819672,1.7555588013887174e-17,10.0
362,Synset('music_box.n.01'),music,b,0,1,0,8,110,9,2,1,0.0,0.793708408953418,1.3921901528013585,-16.35172947,1.7555588013887174e-17,1e-10
363,Synset('musical_instrument.n.01'),music,nb,163,1,0,7,90,10,2,9,0.0,0.6944948578342407,1.1390646704738383,-11.01229273,1.755558801388717e-06,2500.0
364,Synset('nose_flute.n.01'),music,nb,0,1,0,11,85,10,1,1,0.0,1.0913490623109496,1.0757832998919583,-19.2523482,1.7555588013887174e-17,1e-10
365,Synset('oboe_d'amore.n.01'),music,nb,0,1,0,13,89,12,1,1,0.0,1.2897761645493042,1.1264083963574625,-19.08763468,1.7555588013887174e-17,1e-10
366,Synset('oboe_da_caccia.n.01'),music,nb,0,1,0,13,43,14,1,1,0.0,1.2897761645493042,0.5442197870041673,-19.7225129,1.7555588013887174e-17,1e-10
367,Synset('oboe.n.01'),music,b,6,1,0,12,93,4,3,1,0.0,1.190562613430127,1.1770334928229664,-15.63764708,5.266676404166152e-07,139.0
368,Synset('ocarina.n.01'),music,b,0,1,0,9,73,7,2,3,0.0,0.8929219600725952,0.9239080104954468,-15.46393879,1.7555588013887174e-17,3.0
369,Synset('organ_stop.n.01'),music,nb,7,1,0,10,51,10,1,1,0.0,0.9921355111917723,0.6454699799351752,-19.15601708,1.7555588013887174e-17,1e-10
370,Synset('organ.n.05'),music,b,0,2,5,9,160,5,2,6,19.52380952380952,0.8929219600725952,2.025003858620157,-11.66111133,1.7555588013887174e-17,1233.0
371,Synset('panpipe.n.01'),music,b,0,1,0,10,79,6,3,2,0.0,0.9921355111917723,0.9998456551937028,-17.1013462,1.7555588013887174e-17,1.0
372,Synset('pennywhistle.n.01'),music,nb,0,1,0,11,27,7,3,11,0.0,1.0913490623109496,0.3417194011421515,-13.14904367,3.195117018527465e-05,662.0
373,Synset('percussion_instrument.n.01'),music,nb,33,1,1,8,82,21,2,1,3.9047619047619047,0.793708408953418,1.0378144775428306,-17.89599189,1.7555588013887174e-17,1e-10
374,Synset('piano.n.01'),music,b,6,3,7,9,117,5,3,4,27.33333333333333,0.8929219600725952,1.48078407161599,-12.34318682,2.29978202981922e-05,1659.0
375,Synset('piccolo.n.01'),music,nb,0,1,0,11,57,7,1,1,0.0,1.0913490623109496,0.7214076246334311,-15.69044527,3.511117602777435e-07,25.0
376,Synset('pipe.n.04'),music,nb,10,1,0,9,25,4,1,9,0.0,0.8929219600725952,0.3164068529093995,-10.78481852,2.7913384942080604e-05,2169.0
377,Synset('reed_pipe.n.01'),music,nb,0,1,0,10,32,9,1,1,0.0,0.9921355111917723,0.4050007717240315,-17.84934029,1.7555588013887174e-17,1e-10
378,Synset('reed_stop.n.01'),music,nb,1,1,0,11,48,9,1,1,0.0,1.0913490623109496,0.6075011575860472,-19.53629193,1.7555588013887174e-17,1e-10
379,Synset('sackbut.n.01'),music,nb,0,1,0,11,51,7,1,1,0.0,1.0913490623109496,0.6454699799351752,-17.52738694,1.7555588013887174e-17,1.0
380,Synset('samisen.n.01'),music,b,0,1,0,9,161,7,2,1,0.0,0.8929219600725952,2.037660132736533,-16.44929187,1.7555588013887174e-17,1e-10
381,Synset('sax.n.02'),music,b,0,1,0,12,42,3,2,2,0.0,1.190562613430127,0.5315635128877914,-14.77885099,3.511117602777435e-07,152.0
382,Synset('serpent.n.03'),music,nb,0,1,0,11,42,7,1,3,0.0,1.0913490623109496,0.5315635128877914,-12.06722051,1.7555588013887174e-17,164.0
383,Synset('shawm.n.01'),music,nb,1,1,0,13,15,5,1,1,0.0,1.2897761645493042,0.1898441117456397,-17.34366583,1.7555588013887174e-17,3.0
384,Synset('single-reed_instrument.n.01'),music,nb,6,1,0,11,73,20,2,1,0.0,1.0913490623109496,0.9239080104954468,-21.77038368,1.7555588013887174e-17,1e-10
385,Synset('sitar.n.01'),music,b,0,1,0,9,137,5,1,1,0.0,0.8929219600725952,1.7339095539435097,-16.23116447,1.7555588013887174e-07,16.0
386,Synset('snare_drum.n.01'),music,nb,0,1,1,10,71,5,3,7,3.9047619047619047,0.9921355111917723,0.8985954622626948,-14.13252758,1.7555588013887174e-17,89.0
387,Synset('sourdine.n.02'),music,nb,0,1,0,11,45,8,1,2,0.0,1.0913490623109496,0.5695323352369193,-19.33609603,1.7555588013887174e-17,1e-10
388,Synset('spinet.n.01'),music,nb,0,1,0,11,41,6,1,2,0.0,1.0913490623109496,0.5189072387714153,-16.00434946,1.7555588013887174e-17,7.0
389,Synset('spinet.n.02'),music,nb,0,1,0,11,53,6,1,2,0.0,1.0913490623109496,0.6707825281679272,-16.00434946,1.7555588013887174e-17,7.0
390,Synset('stradavarius.n.01'),music,nb,0,1,0,11,61,5,2,1,0.0,1.0913490623109496,0.772032721098935,-17.64189285,1.7555588013887174e-17,1.0
391,Synset('stringed_instrument.n.01'),music,nb,48,1,4,8,70,19,1,1,15.61904761904762,0.793708408953418,0.8859391881463189,-15.95692752,1.7555588013887174e-17,1e-10
392,Synset('synthesizer.n.02'),music,b,0,2,0,9,170,11,2,2,0.0,0.8929219600725952,2.151566599783917,-15.20267459,1.7555588013887174e-17,72.0
393,Synset('tabor_pipe.n.01'),music,nb,0,1,0,12,99,10,1,1,0.0,1.190562613430127,1.2529711375212225,-22.35469017,1.7555588013887174e-17,1e-10
394,Synset('tabor.n.01'),music,nb,0,1,0,10,43,5,2,1,0.0,0.9921355111917723,0.5442197870041673,-16.73864315,1.7555588013887174e-17,3.0
395,Synset('tambour.n.02'),music,nb,0,1,0,10,6,7,1,2,0.0,0.9921355111917723,0.0759376446982559,-16.20675225,1.7555588013887174e-17,17.0
396,Synset('tambourine.n.01'),music,nb,0,1,0,10,74,10,1,1,0.0,0.9921355111917723,0.9365642846118228,-14.92221046,5.266676404166152e-06,30.0
397,Synset('tenor_drum.n.01'),music,nb,0,1,0,10,37,7,2,1,0.0,0.9921355111917723,0.4682821423059113,-16.83529623,1.7555588013887174e-17,3.0
398,Synset('tenoroon.n.01'),music,nb,0,1,0,13,65,8,1,1,0.0,1.2897761645493042,0.8226578175644389,-22.99965765,1.7555588013887174e-17,1e-10
399,Synset('theremin.n.01'),music,b,0,1,0,9,171,8,1,1,0.0,0.8929219600725952,2.164222873900293,-17.71645395,1.7555588013887174e-17,10.0
400,Synset('timbrel.n.01'),music,nb,0,1,0,10,79,7,1,1,0.0,0.9921355111917723,0.9998456551937028,-16.50817566,1.7555588013887174e-17,5.0
401,Synset('triangle.n.05'),music,b,0,1,0,9,87,8,1,5,0.0,0.8929219600725952,1.1010958481247106,-11.59642432,2.896672022291384e-05,653.0
402,Synset('trigon.n.03'),music,nb,0,1,0,12,44,6,1,3,0.0,1.190562613430127,0.5568760611205432,-18.34569728,1.7555588013887174e-17,1.0
403,Synset('trombone.n.01'),music,b,1,1,0,10,91,8,1,1,0.0,0.9921355111917723,1.1517209445902146,-14.86372484,1.5800029212498455e-06,71.0
404,Synset('uke.n.01'),music,nb,0,1,0,10,34,3,2,1,0.0,0.9921355111917723,0.4303133199567834,-16.50628209,1.7555588013887174e-17,11.0
405,Synset('upright.n.02'),music,nb,1,1,0,10,38,7,2,5,0.0,0.9921355111917723,0.4809384164222873,-12.13939001,1.755558801388717e-06,1177.0
406,Synset('viol.n.01'),music,nb,3,1,0,10,77,4,1,1,0.0,0.9921355111917723,0.9745331069609507,-15.01349277,1.7555588013887174e-17,22.0
407,Synset('violin.n.01'),music,b,3,1,2,10,179,6,2,8,7.809523809523809,0.9921355111917723,2.265473066831301,-12.62594775,1.6502252733053942e-05,809.0
408,Synset('virginal.n.01'),music,nb,0,1,0,11,91,8,2,4,0.0,1.0913490623109496,1.1517209445902146,-15.07107143,1.7555588013887174e-17,69.0
409,Synset('vox_angelica.n.01'),music,nb,0,1,0,11,47,12,2,1,0.0,1.0913490623109496,0.5948448834696712,-21.06683587,1.7555588013887174e-17,1e-10
410,Synset('vox_humana.n.01'),music,nb,0,1,0,12,63,10,1,1,0.0,1.190562613430127,0.7973452693316869,-18.4228645,1.7555588013887174e-17,1e-10
411,Synset('whistle.n.03'),music,b,0,1,0,9,74,7,1,11,0.0,0.8929219600725952,0.9365642846118228,-12.05697168,3.195117018527465e-05,662.0
412,Synset('wind_instrument.n.01'),music,nb,75,1,2,8,108,4,2,15,7.809523809523809,0.793708408953418,1.3668776045686062,-10.28215722,7.689347550082582e-05,6917.0
413,Synset('woodwind.n.01'),music,nb,26,1,2,9,52,4,3,8,7.809523809523809,0.8929219600725952,0.6581262540515511,-10.94616,4.459119355527342e-05,5056.0
414,Synset('zither.n.01'),music,b,1,1,0,9,140,6,3,2,0.0,0.8929219600725952,1.7718783762926378,-14.70298644,1.7555588013887174e-07,18.0
415,Synset('baby_bed.n.01'),furn,nb,4,1,0,8,74,8,2,1,0.0,0.8268625393494228,1.3808847210381736,-18.492119948947803,1.7555588013887174e-17,1e-10
416,Synset('bedroom_furniture.n.01'),furn,nb,24,1,0,8,39,17,1,1,0.0,0.8268625393494228,0.7277635691957942,-17.00164787833055,1.7555588013887174e-17,1e-10
417,Synset('bedstead.n.01'),furn,nb,0,1,5,8,22,8,2,1,15.634920634920634,0.8268625393494228,0.4105332954437813,-14.88413676496886,1.7555588013887174e-17,49.0
418,Synset('bookcase.n.01'),furn,b,0,1,1,8,51,8,1,1,3.126984126984127,0.8268625393494228,0.9516908212560388,-13.917662139171926,2.8088940822219474e-06,143.0
419,Synset('buffet.n.01'),furn,b,2,1,3,8,86,6,3,13,9.38095238095238,0.8268625393494228,1.604811973098418,-11.554201226356591,1.211335572958215e-05,3050.0
420,Synset('cabinet.n.01'),furn,b,3,1,1,8,101,7,1,4,3.126984126984127,0.8268625393494228,1.884721038173724,-11.405622372022696,2.1066705616664607e-06,1734.0
421,Synset('chest_of_drawers.n.01'),furn,b,3,1,2,8,42,5,4,5,6.253968253968254,0.8268625393494228,0.7837453822108553,-11.539280221490433,1.8082255654303788e-05,4449.0
422,Synset('dining-room_furniture.n.01'),furn,nb,1,1,0,8,43,21,1,1,0.0,0.8268625393494228,0.802405986549209,-19.187838610946105,1.7555588013887174e-17,1e-10
423,Synset('etagere.n.01'),furn,nb,0,1,1,8,69,7,1,1,3.126984126984127,0.8268625393494228,1.287581699346405,-18.047357916055503,1.7555588013887174e-17,1e-10
424,Synset('hallstand.n.01'),furn,nb,0,1,0,8,89,9,1,1,0.0,0.8268625393494228,1.6607937861134792,-18.68885853237584,1.7555588013887174e-17,7.0
425,Synset('lamp.n.02'),furn,b,4,1,4,8,61,4,1,2,12.507936507936508,0.8268625393494228,1.1382968646395757,-11.114169137636242,6.320011684999382e-06,1191.0
426,Synset('lawn_furniture.n.01'),furn,nb,0,1,0,8,51,14,1,1,0.0,0.8268625393494228,0.9516908212560388,-17.772276967576367,1.7555588013887174e-17,1e-10
427,Synset('nest.n.05'),furn,nb,0,1,0,8,43,4,1,9,0.0,0.8268625393494228,0.802405986549209,-11.332235851910568,2.756227318180286e-05,1329.0
428,Synset('office_furniture.n.01'),furn,nb,4,1,0,8,39,16,1,1,0.0,0.8268625393494228,0.7277635691957942,-15.77474473044058,1.7555588013887174e-17,1e-10
429,Synset('sectional.n.01'),furn,nb,0,1,0,8,86,9,1,4,0.0,0.8268625393494228,1.604811973098418,-12.305544642848355,1.7555588013887174e-17,196.0
430,Synset('sheraton.n.01'),furn,nb,0,1,0,8,122,8,1,1,0.0,0.8268625393494228,2.2765937292791514,-14.782624045930117,1.7555588013887174e-17,95.0
431,Synset('sleeper.n.07'),furn,nb,0,1,0,8,53,7,1,9,0.0,0.8268625393494228,0.989012029932746,-13.4780529984061,8.777794006943587e-07,125.0
432,Synset('table.n.02'),furn,b,50,1,3,8,100,5,1,8,9.38095238095238,0.8268625393494228,1.86606043383537,-8.889433717192944,0.0003128405784074,14105.0
433,Synset('table.n.03'),furn,nb,6,1,0,8,61,5,1,8,0.0,0.8268625393494228,1.1382968646395757,-8.889433717192944,0.0003128405784074,14105.0
434,Synset('wall_unit.n.01'),furn,nb,1,1,0,8,80,9,1,1,0.0,0.8268625393494228,1.4928483470682958,-17.73709750013076,1.7555588013887174e-17,1e-10
435,Synset('wardrobe.n.01'),furn,b,3,1,0,8,116,5,3,23,0.0,0.8268625393494228,2.164630103249029,-10.79143397678956,0.0001237668954979,11352.0
436,Synset('washstand.n.01'),furn,nb,0,1,0,8,126,9,2,2,0.0,0.8268625393494228,2.351236146632566,-15.950020664916275,1.7555588013887174e-17,17.0
437,Synset('bassinet.n.01'),furn,nb,0,1,0,9,46,8,1,2,0.0,0.9302203567681008,0.8583877995642701,-16.124942223434463,3.511117602777435e-07,2.0
438,Synset('carrycot.n.01'),furn,nb,0,1,1,9,77,8,1,1,3.126984126984127,0.9302203567681008,1.4368665340532347,-19.23845750358073,1.4044470411109735e-06,28.0
439,Synset('cradle.n.01'),furn,nb,0,1,1,9,33,6,1,10,3.126984126984127,0.9302203567681008,0.6157999431656721,-12.35476862921582,4.213341123332921e-06,320.0
440,Synset('bed.n.01'),furn,b,23,1,3,9,51,3,1,13,9.38095238095238,0.9302203567681008,0.9516908212560388,-9.203934613942122,0.0005215765198925,14380.0
441,Synset('credenza.n.01'),furn,nb,0,1,0,9,29,8,2,2,0.0,0.9302203567681008,0.5411575258122573,-13.992014995022448,1.7555588013887174e-17,173.0
442,Synset('minibar.n.01'),furn,nb,0,1,0,9,47,7,2,1,0.0,0.9302203567681008,0.8770484039026238,-16.800163196147018,1.7555588013887174e-17,47.0
443,Synset('china_cabinet.n.01'),furn,nb,0,1,0,9,69,12,2,1,0.0,0.9302203567681008,1.287581699346405,-17.04395027473513,1.7555588013887174e-17,1e-10
444,Synset('dresser.n.05'),furn,nb,0,1,0,9,22,7,1,5,0.0,0.9302203567681008,0.4105332954437813,-13.118978292178506,1.5800029212498455e-06,251.0
445,Synset('medicine_chest.n.01'),furn,nb,0,1,0,9,43,14,2,1,0.0,0.9302203567681008,0.802405986549209,-15.818723497699516,1.7555588013887174e-17,1e-10
446,Synset('chiffonier.n.01'),furn,nb,0,1,1,9,31,7,2,2,3.126984126984127,0.9302203567681008,0.5784787344889647,-15.74071746407609,1.7555588013887174e-07,76.0
447,Synset('highboy.n.01'),furn,nb,0,1,0,9,76,7,2,1,0.0,0.9302203567681008,1.418205929714881,-17.93075345754977,1.7555588013887174e-17,16.0
448,Synset('lowboy.n.01'),furn,nb,0,1,0,9,60,6,1,1,0.0,0.9302203567681008,1.119636260301222,-18.574810972356627,1.7555588013887174e-17,1e-10
449,Synset('dining-room_table.n.01'),furn,nb,0,2,1,9,72,17,1,1,3.126984126984127,0.9302203567681008,1.3435635123614662,-15.935123247700766,1.7555588013887174e-17,1e-10
450,Synset('floor_lamp.n.01'),furn,nb,0,1,0,9,31,10,1,1,0.0,0.9302203567681008,0.5784787344889647,-16.944160846958614,1.7555588013887174e-17,1e-10
451,Synset('reading_lamp.n.01'),furn,nb,1,1,0,9,38,12,1,1,0.0,0.9302203567681008,0.7091029648574405,-16.363850783070028,1.7555588013887174e-17,1e-10
452,Synset('table_lamp.n.01'),furn,nb,0,1,0,9,27,10,1,1,0.0,0.9302203567681008,0.5038363171355499,-16.41254719997588,1.7555588013887174e-17,1e-10
453,Synset('file.n.03'),furn,nb,3,1,0,9,70,4,3,9,0.0,0.9302203567681008,1.306242303684759,-10.81353245454196,7.022235205554869e-07,5226.0
454,Synset('bench.n.01'),furn,b,8,1,0,9,36,5,1,9,0.0,0.9302203567681008,0.6717817561807331,-11.326136575377957,1.0006685167915689e-05,1515.0
455,Synset('bench.n.07'),furn,nb,0,1,1,9,40,5,1,9,3.126984126984127,0.9302203567681008,0.7464241735341479,-11.326136575377957,1.0006685167915689e-05,1515.0
456,Synset('box.n.08'),furn,nb,0,1,1,9,28,3,2,13,3.126984126984127,0.9302203567681008,0.5224969214739036,-10.239054523097089,0.0005584432547217,7326.0
457,Synset('box_seat.n.01'),furn,nb,0,1,2,9,45,8,1,2,6.253968253968254,0.9302203567681008,0.8397271952259164,-16.78634564211906,1.7555588013887174e-17,1e-10
458,Synset('chair.n.01'),furn,b,35,1,2,9,50,5,1,7,6.253968253968254,0.9302203567681008,0.933030216917685,-9.810675408281693,0.0003258317135377,6450.0
459,Synset('sofa.n.01'),furn,b,9,1,0,9,44,4,3,4,0.0,0.9302203567681008,0.8210665908875627,-11.873709249309016,5.9337887486938646e-05,2653.0
460,Synset('stool.n.01'),furn,b,7,1,0,9,36,5,1,8,0.0,0.9302203567681008,0.6717817561807331,-12.135862460341622,3.827118187027404e-05,797.0
461,Synset('toilet_seat.n.01'),furn,b,0,1,1,9,27,11,1,1,3.126984126984127,0.9302203567681008,0.5038363171355499,-15.555355618324244,1.7555588013887174e-17,1e-10
462,Synset('breakfast_table.n.01'),furn,nb,0,1,0,9,32,15,1,1,0.0,0.9302203567681008,0.5971393388273184,-14.388623878851824,1.7555588013887174e-17,1e-10
463,Synset('card_table.n.01'),furn,nb,0,1,0,9,42,10,1,2,0.0,0.9302203567681008,0.7837453822108553,-15.531404054294091,1.7555588013887174e-17,1e-10
464,Synset('card_table.n.02'),furn,nb,0,1,0,9,64,10,1,2,0.0,0.9302203567681008,1.1942786776546368,-15.531404054294091,1.7555588013887174e-17,1e-10
465,Synset('coffee_table.n.01'),furn,nb,0,1,0,9,74,12,2,1,0.0,0.9302203567681008,1.3808847210381736,-14.397337832206512,1.7555588013887174e-17,1e-10
466,Synset('conference_table.n.01'),furn,nb,0,1,1,9,58,13,3,1,3.126984126984127,0.9302203567681008,1.0823150516245146,-15.941504464939166,1.7555588013887174e-17,1e-10
467,Synset('console_table.n.01'),furn,nb,0,1,0,9,65,7,2,5,0.0,0.9302203567681008,1.2129392819929905,-12.867650216283444,1.7555588013887174e-07,356.0
468,Synset('desk.n.01'),furn,b,3,1,1,9,85,4,1,1,3.126984126984127,0.9302203567681008,1.5861513687600644,-10.547385326875457,1.123557632888779e-05,3983.0
469,Synset('dressing_table.n.01'),furn,nb,0,1,0,9,81,6,4,5,0.0,0.9302203567681008,1.5115089514066495,-12.823190542228026,1.931114681527589e-06,548.0
470,Synset('drop-leaf_table.n.01'),furn,nb,1,1,1,9,51,15,1,1,3.126984126984127,0.9302203567681008,0.9516908212560388,-18.9787468022603,1.7555588013887174e-17,1e-10
471,Synset('gaming_table.n.01'),furn,nb,0,1,0,9,79,12,1,1,0.0,0.9302203567681008,1.474187742729942,-16.44728682786035,1.7555588013887174e-17,1e-10
472,Synset('gueridon.n.01'),furn,nb,0,1,0,9,19,8,1,1,0.0,0.9302203567681008,0.3545514824287202,-18.965417024747737,1.7555588013887174e-17,2.0
473,Synset('kitchen_table.n.01'),furn,nb,0,1,0,9,22,13,1,1,0.0,0.9302203567681008,0.4105332954437813,-13.272893632331398,1.7555588013887174e-17,1e-10
474,Synset('operating_table.n.01'),furn,nb,0,1,0,9,59,15,1,1,0.0,0.9302203567681008,1.1009756559628685,-15.147200710135213,1.7555588013887174e-17,1e-10
475,Synset('parsons_table.n.01'),furn,nb,0,1,0,9,103,13,1,1,0.0,0.9302203567681008,1.922042246850431,-21.176035145540027,1.7555588013887174e-17,1e-10
476,Synset('pedestal_table.n.01'),furn,nb,1,1,0,9,44,14,1,1,0.0,0.9302203567681008,0.8210665908875627,-18.12058363475397,1.7555588013887174e-17,1e-10
477,Synset('pier_table.n.01'),furn,nb,0,1,0,9,34,10,1,1,0.0,0.9302203567681008,0.6344605475040258,-19.45052508816284,1.7555588013887174e-17,1e-10
478,Synset('platen.n.01'),furn,nb,0,1,0,9,28,6,1,3,0.0,0.9302203567681008,0.5224969214739036,-15.9604356329915,1.7555588013887174e-17,5.0
479,Synset('pool_table.n.01'),furn,b,0,2,2,8,66,10,3,1,6.253968253968254,0.8268625393494228,1.2315998863313442,-16.10745353881119,1.7555588013887174e-17,1e-10
480,Synset('table-tennis_table.n.01'),furn,b,0,1,0,9,37,14,3,1,0.0,0.9302203567681008,0.6904423605190868,-18.98074282969861,1.7555588013887174e-17,1e-10
481,Synset('tea_table.n.01'),furn,nb,0,1,0,9,39,9,1,1,0.0,0.9302203567681008,0.7277635691957942,-15.700215510489642,1.7555588013887174e-17,1e-10
482,Synset('trestle_table.n.01'),furn,nb,0,1,1,9,29,13,1,1,3.126984126984127,0.9302203567681008,0.5411575258122573,-16.91878717134202,1.7555588013887174e-17,1e-10
483,Synset('worktable.n.01'),furn,nb,3,1,0,9,38,9,2,1,0.0,0.9302203567681008,0.7091029648574405,-16.02910716409528,1.7555588013887174e-17,1.0
484,Synset('dining_table.n.01'),furn,nb,5,1,0,9,33,5,2,13,0.0,0.9302203567681008,0.6157999431656721,-10.209887289680616,5.8811219846522026e-05,9770.0
485,Synset('entertainment_center.n.01'),furn,nb,0,1,0,9,51,20,1,1,0.0,0.9302203567681008,0.9516908212560388,-16.253250772261957,1.7555588013887174e-17,1e-10
